Type,Date,Fuseau horaire,Montant reçu,Monnaie ou jeton reçu,Montant envoyé,Monnaie ou jeton envoyé,Frais,Monnaie ou jeton des frais,Exchange / Plateforme,Description,Label,Prix du jeton du montant envoyé,Prix du jeton du montant recu,Prix du jeton des frais,Adresse,Transaction hash,ID Externe
Dépôt,07/05/2021 07:43:48,GMT,1.256502,XRP,,,0.015166,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.317224694,1.317224694,,,
Dépôt,07/05/2021 07:54:38,GMT,0.00231792,ETH,,,0.000035,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2880.154905,2880.154905,,,
Dépôt,08/05/2021 07:11:37,GMT,0.0252917,UNI,,,0.000307,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,33.09874213,33.09874213,,,
Dépôt,08/05/2021 07:15:18,GMT,0.00291461,LTC,,,0.000035,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,284.8862858,284.8862858,,,
Dépôt,08/05/2021 07:24:18,GMT,1.241447,ADA,,,0.015093,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.334723993,1.334723993,,,
Dépôt,08/05/2021 07:28:43,GMT,0.0007166,BCH,,,0.000009,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,1134.702448,1134.702448,,,
Dépôt,08/05/2021 07:30:23,GMT,0.0001718,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,48036.78695,48036.78695,,,
Dépôt,08/05/2021 07:33:39,GMT,1.24692,XRP,,,0.01516,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.296515223,1.296515223,,,
Dépôt,08/05/2021 07:44:54,GMT,0.00226112,ETH,,,0.000034,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,3052.622097,3052.622097,,,
Dépôt,09/05/2021 07:15:23,GMT,0.02514699,UNI,,,0.000306,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,32.61224052,32.61224052,,,
Dépôt,09/05/2021 07:18:51,GMT,0.00286639,LTC,,,0.000035,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,299.1210123,299.1210123,,,
Dépôt,09/05/2021 07:26:58,GMT,1.171728,ADA,,,0.014245,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.419554296,1.419554296,,,
Dépôt,09/05/2021 07:31:00,GMT,0.00073435,BCH,,,0.000009,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,1135.532102,1135.532102,,,
Dépôt,09/05/2021 07:32:35,GMT,0.0001723,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,47794.59504,47794.59504,,,
Dépôt,09/05/2021 07:35:46,GMT,1.317209,XRP,,,0.016014,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.259792211,1.259792211,,,
Dépôt,09/05/2021 07:46:31,GMT,0.00202848,ETH,,,0.000031,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,3207.190018,3207.190018,,,
Dépôt,10/05/2021 07:18:05,GMT,0.02450739,UNI,,,0.000298,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,31.31656472,31.31656472,,,
Dépôt,10/05/2021 07:22:41,GMT,0.00247443,LTC,,,0.00003,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,310.8309415,310.8309415,,,
Dépôt,10/05/2021 07:33:38,GMT,1.105117,ADA,,,0.013417,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.40946631,1.40946631,,,
Dépôt,10/05/2021 07:39:46,GMT,0.00065995,BCH,,,0.000008,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,1148.778548,1148.778548,,,
Dépôt,10/05/2021 07:42:08,GMT,0.00017,BTC,,,0.000002,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,46934.02455,46934.02455,,,
Dépôt,10/05/2021 07:57:02,GMT,1.235273,XRP,,,0.015002,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.213504827,1.213504827,,,
Dépôt,10/05/2021 08:14:53,GMT,0.0019584,ETH,,,0.00003,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,3293.486549,3293.486549,,,
Dépôt,11/05/2021 07:15:34,GMT,0.02703325,UNI,,,0.000328,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,30.89081915,30.89081915,,,
Dépôt,11/05/2021 07:19:28,GMT,0.00278615,LTC,,,0.000034,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,302.4510704,302.4510704,,,
Dépôt,11/05/2021 07:30:07,GMT,1.210316,ADA,,,0.014686,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.411284865,1.411284865,,,
Dépôt,11/05/2021 07:36:03,GMT,0.00073677,BCH,,,0.000009,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,1182.283681,1182.283681,,,
Dépôt,11/05/2021 07:38:16,GMT,0.0001799,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,46223.71314,46223.71314,,,
Dépôt,11/05/2021 07:42:42,GMT,1.390058,XRP,,,0.016876,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.187254328,1.187254328,,,
Dépôt,11/05/2021 09:22:02,GMT,0.00202224,ETH,,,0.000031,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,3332.467558,3332.467558,,,
Dépôt,12/05/2021 07:13:51,GMT,0.02294747,UNI,,,0.000278,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,32.04382236,32.04382236,,,
Dépôt,12/05/2021 07:17:16,GMT,0.00262033,LTC,,,0.000032,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,289.6945598,289.6945598,,,
Dépôt,12/05/2021 07:25:46,GMT,1.11505,ADA,,,0.013524,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.40023933,1.40023933,,,
Dépôt,12/05/2021 07:30:24,GMT,0.00064956,BCH,,,0.000008,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,1170.642201,1170.642201,,,
Dépôt,12/05/2021 07:32:09,GMT,0.0001745,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,44641.58391,44641.58391,,,
Dépôt,12/05/2021 07:35:33,GMT,1.338711,XRP,,,0.016252,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.154374408,1.154374408,,,
Dépôt,12/05/2021 07:46:51,GMT,0.00186128,ETH,,,0.000028,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,3375.329138,3375.329138,,,
Dépôt,14/05/2021 07:12:40,GMT,0.02592528,UNI,,,0.000314,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,32.40519506,32.40519506,,,
Dépôt,14/05/2021 07:16:19,GMT,0.00309217,LTC,,,0.000037,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,267.2678559,267.2678559,,,
Dépôt,14/05/2021 07:25:12,GMT,1.0682,ADA,,,0.012936,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.609105181,1.609105181,,,
Dépôt,14/05/2021 07:29:49,GMT,0.00077367,BCH,,,0.000009,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,1064.124091,1064.124091,,,
Dépôt,14/05/2021 07:31:27,GMT,0.0001999,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,41356.80878,41356.80878,,,
Dépôt,14/05/2021 07:34:42,GMT,1.46735,XRP,,,0.017763,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.144283345,1.144283345,,,
Dépôt,14/05/2021 07:46:30,GMT,0.00206504,ETH,,,0.000031,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,3274.683399,3274.683399,,,
Dépôt,15/05/2021 07:17:51,GMT,0.02507947,UNI,,,0.000304,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,31.58519051,31.58519051,,,
Dépôt,15/05/2021 07:20:43,GMT,0.00317286,LTC,,,0.000039,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,257.1064343,257.1064343,,,
Dépôt,15/05/2021 07:27:48,GMT,0.947722,ADA,,,0.011504,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.781260256,1.781260256,,,
Dépôt,15/05/2021 07:31:38,GMT,0.0007972,BCH,,,0.00001,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,1015.975701,1015.975701,,,
Dépôt,15/05/2021 07:33:06,GMT,0.0002042,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,39887.54142,39887.54142,,,
Dépôt,15/05/2021 07:35:53,GMT,1.464996,XRP,,,0.017783,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.198156936,1.198156936,,,
Dépôt,15/05/2021 07:44:35,GMT,0.00202072,ETH,,,0.000031,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,3177.826618,3177.826618,,,
Dépôt,16/05/2021 07:13:39,GMT,0.02572695,UNI,,,0.000312,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,30.12404739,30.12404739,,,
Dépôt,16/05/2021 07:16:39,GMT,0.0031802,LTC,,,0.000039,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,246.6023994,246.6023994,,,
Dépôt,16/05/2021 07:23:55,GMT,0.816928,ADA,,,0.009916,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.844171303,1.844171303,,,
Dépôt,16/05/2021 07:27:52,GMT,0.00081156,BCH,,,0.00001,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,969.1462441,969.1462441,,,
Dépôt,16/05/2021 07:29:20,GMT,0.0002041,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,38469.86,38469.86,,,
Dépôt,16/05/2021 07:32:01,GMT,1.276647,XRP,,,0.015496,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.212352518,1.212352518,,,
Dépôt,16/05/2021 07:40:48,GMT,0.00208512,ETH,,,0.000032,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2975.172575,2975.172575,,,
Dépôt,17/05/2021 07:11:51,GMT,0.0286971,UNI,,,0.000348,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,28.46094519,28.46094519,,,
Dépôt,17/05/2021 07:15:19,GMT,0.0034973,LTC,,,0.000042,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,234.5718372,234.5718372,,,
Dépôt,17/05/2021 07:23:42,GMT,0.920597,ADA,,,0.011176,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.745279317,1.745279317,,,
Dépôt,17/05/2021 07:28:25,GMT,0.00090484,BCH,,,0.000011,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,904.3228602,904.3228602,,,
Dépôt,17/05/2021 07:30:17,GMT,0.0002229,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,36643.92766,36643.92766,,,
Dépôt,17/05/2021 07:34:13,GMT,1.403805,XRP,,,0.017038,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.218878293,1.218878293,,,
Dépôt,17/05/2021 07:45:46,GMT,0.00229152,ETH,,,0.000035,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2796.580801,2796.580801,,,
Dépôt,18/05/2021 07:20:28,GMT,0.02782153,UNI,,,0.000339,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,28.21925769,28.21925769,,,
Dépôt,18/05/2021 07:24:05,GMT,0.00326909,LTC,,,0.00004,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,241.6644111,241.6644111,,,
Dépôt,18/05/2021 07:33:27,GMT,0.95272,ADA,,,0.01162,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.665454675,1.665454675,,,
Dépôt,18/05/2021 07:38:58,GMT,0.00088596,BCH,,,0.000011,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,896.542836,896.542836,,,
Dépôt,18/05/2021 07:40:59,GMT,0.0002214,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,35684.5721,35684.5721,,,
Dépôt,18/05/2021 07:44:53,GMT,1.315184,XRP,,,0.016041,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.280733266,1.280733266,,,
Dépôt,18/05/2021 07:57:44,GMT,0.0022812,ETH,,,0.000035,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2763.570102,2763.570102,,,
Dépôt,18/05/2021 15:47:56,GMT,15.4703293,XLM,,,0.226531,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.534158517,0.534158517,,,
Dépôt,19/05/2021 07:12:34,GMT,0.03347794,UNI,,,0.00041,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,22.82967048,22.82967048,,,
Dépôt,19/05/2021 07:16:36,GMT,0.00378827,LTC,,,0.000046,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,184.8933651,184.8933651,,,
Dépôt,19/05/2021 07:18:05,GMT,17.7225662,XLM,,,0.260251,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.4200357,0.4200357,,,
Dépôt,19/05/2021 07:26:24,GMT,1.174472,ADA,,,0.014363,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.365035759,1.365035759,,,
Dépôt,19/05/2021 07:31:35,GMT,0.001054,BCH,,,0.000013,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,686.8038013,686.8038013,,,
Dépôt,19/05/2021 07:33:28,GMT,0.0002536,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,31897.02653,31897.02653,,,
Dépôt,19/05/2021 07:37:19,GMT,1.378609,XRP,,,0.016853,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,1.043295599,1.043295599,,,
Dépôt,19/05/2021 07:50:23,GMT,0.00267976,ETH,,,0.000041,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2284.096212,2284.096212,,,
Dépôt,20/05/2021 07:16:41,GMT,0.03773171,UNI,,,0.00046,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,20.93406926,20.93406926,,,
Dépôt,20/05/2021 07:20:30,GMT,0.00470476,LTC,,,0.000057,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,167.1103569,167.1103569,,,
Dépôt,20/05/2021 07:22:03,GMT,20.3425593,XLM,,,0.297638,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.394157923,0.394157923,,,
Dépôt,20/05/2021 07:31:01,GMT,1.147666,ADA,,,0.013991,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.402381009,1.402381009,,,
Dépôt,20/05/2021 07:37:03,GMT,0.00119464,BCH,,,0.000015,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,639.7936258,639.7936258,,,
Dépôt,20/05/2021 07:39:11,GMT,0.0002455,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,32348.96538,32348.96538,,,
Dépôt,20/05/2021 07:43:19,GMT,1.628333,XRP,,,0.019862,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.943466099,0.943466099,,,
Dépôt,20/05/2021 07:57:13,GMT,0.00293528,ETH,,,0.000045,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2199.585541,2199.585541,,,
Dépôt,21/05/2021 07:13:37,GMT,0.03794906,UNI,,,0.000464,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,19.35701048,19.35701048,,,
Dépôt,21/05/2021 07:17:29,GMT,0.00491578,LTC,,,0.00006,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,156.6700143,156.6700143,,,
Dépôt,21/05/2021 07:18:58,GMT,21.1084783,XLM,,,0.309712,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.369468117,0.369468117,,,
Dépôt,21/05/2021 07:26:57,GMT,1.162351,ADA,,,0.014212,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.335637564,1.335637564,,,
Dépôt,21/05/2021 07:32:07,GMT,0.00126176,BCH,,,0.000015,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,603.0340804,603.0340804,,,
Dépôt,21/05/2021 07:34:01,GMT,0.0002511,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,31487.21683,31487.21683,,,
Dépôt,21/05/2021 07:38:02,GMT,1.777149,XRP,,,0.021711,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.875769442,0.875769442,,,
Dépôt,21/05/2021 07:50:00,GMT,0.0029608,ETH,,,0.000045,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2096.252806,2096.252806,,,
Dépôt,22/05/2021 07:14:25,GMT,0.0511239,UNI,,,0.000622,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,17.27179217,17.27179217,,,
Dépôt,22/05/2021 07:17:41,GMT,0.00603613,LTC,,,0.000073,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,143.7090574,143.7090574,,,
Dépôt,22/05/2021 07:18:53,GMT,26.544506,XLM,,,0.387836,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.329813282,0.329813282,,,
Dépôt,22/05/2021 07:25:43,GMT,1.403541,ADA,,,0.017089,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.236323629,1.236323629,,,
Dépôt,22/05/2021 07:30:04,GMT,0.00155174,BCH,,,0.000019,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,540.2546436,540.2546436,,,
Dépôt,22/05/2021 07:31:48,GMT,0.0002756,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,30851.82227,30851.82227,,,
Dépôt,22/05/2021 07:35:13,GMT,2.266159,XRP,,,0.027591,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.765680106,0.765680106,,,
Dépôt,22/05/2021 07:46:15,GMT,0.00357384,ETH,,,0.000054,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1932.586428,1932.586428,,,
Dépôt,23/05/2021 07:18:33,GMT,0.0514419,UNI,,,0.000626,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,14.49555071,14.49555071,,,
Dépôt,23/05/2021 07:21:54,GMT,0.00620455,LTC,,,0.000076,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,121.5928625,121.5928625,,,
Dépôt,23/05/2021 07:23:11,GMT,26.82856,XLM,,,0.391987,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.290287058,0.290287058,,,
Dépôt,23/05/2021 07:29:49,GMT,1.417426,ADA,,,0.017258,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.078542594,1.078542594,,,
Dépôt,23/05/2021 07:34:01,GMT,0.00165144,BCH,,,0.00002,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,465.3685101,465.3685101,,,
Dépôt,23/05/2021 07:35:32,GMT,0.0002762,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,28727.65959,28727.65959,,,
Dépôt,23/05/2021 07:38:35,GMT,2.24514,XRP,,,0.027336,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.657455122,0.657455122,,,
Dépôt,23/05/2021 07:47:58,GMT,0.00368288,ETH,,,0.000056,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1728.65301,1728.65301,,,
Dépôt,24/05/2021 07:12:40,GMT,0.0004095,BTC,,,0.000006,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,30531.8515,30531.8515,,,
Dépôt,24/05/2021 07:24:25,GMT,0.02641555,UNI,,,0.000644,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,17.6276207,17.6276207,,,
Dépôt,24/05/2021 07:26:33,GMT,1.1542609,XLM,,,0.028143,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.339226984,0.339226984,,,
Dépôt,24/05/2021 07:35:27,GMT,1.188644,XRP,,,0.014495,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.726118556,0.726118556,,,
Dépôt,24/05/2021 07:43:59,GMT,0.674481,ADA,,,0.008224,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.198690474,1.198690474,,,
Dépôt,24/05/2021 07:51:18,GMT,0.00079492,BCH,,,0.000019,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,539.4049576,539.4049576,,,
Dépôt,24/05/2021 08:02:09,GMT,0.00310571,LTC,,,0.000076,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,135.7291519,135.7291519,,,
Dépôt,24/05/2021 08:07:53,GMT,0.00262998,ETH,,,0.000037,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1978.985781,1978.985781,,,
Dépôt,24/05/2021 10:10:50,GMT,0.0002747,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,30531.8515,30531.8515,,,
Dépôt,24/05/2021 10:20:54,GMT,1.025666,ADA,,,0.016698,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.198690474,1.198690474,,,
Dépôt,24/05/2021 16:05:05,GMT,0.0079774,ETH,,,0.000122,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1978.985781,1978.985781,,,
Dépôt,24/05/2021 16:05:21,GMT,0.0008007,BTC,,,0.000012,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,30531.8515,30531.8515,,,
Dépôt,24/05/2021 16:05:28,GMT,0.0031952,ETH,,,0.000049,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1978.985781,1978.985781,,,
Dépôt,24/05/2021 16:06:04,GMT,6.753751,ADA,,,0.098942,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.198690474,1.198690474,,,
Dépôt,25/05/2021 07:19:40,GMT,0.01994352,UNI,,,0.000489,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,20.10581329,20.10581329,,,
Dépôt,25/05/2021 07:21:56,GMT,1.0897563,XLM,,,0.026706,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.351972243,0.351972243,,,
Dépôt,25/05/2021 07:22:43,GMT,0.937217,ADA,,,0.015313,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.259182578,1.259182578,,,
Dépôt,25/05/2021 07:34:07,GMT,0.494368,XRP,,,0.012118,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.790200515,0.790200515,,,
Dépôt,25/05/2021 07:38:58,GMT,0.0002573,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,31216.76938,31216.76938,,,
Dépôt,25/05/2021 07:46:23,GMT,0.00067109,BCH,,,0.000016,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,588.8860444,588.8860444,,,
Dépôt,25/05/2021 07:55:43,GMT,0.00267519,LTC,,,0.000066,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,147.371591,147.371591,,,
Dépôt,25/05/2021 07:55:46,GMT,0.00300896,ETH,,,0.000046,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2146.834368,2146.834368,,,
Dépôt,26/05/2021 07:21:36,GMT,0.01818631,UNI,,,0.000445,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,22.14345615,22.14345615,,,
Dépôt,26/05/2021 07:23:30,GMT,1.08348,XLM,,,0.026512,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.359987686,0.359987686,,,
Dépôt,26/05/2021 07:24:01,GMT,0.839839,ADA,,,0.0137,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.389013403,1.389013403,,,
Dépôt,26/05/2021 07:33:33,GMT,0.473782,XRP,,,0.011595,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.822074982,0.822074982,,,
Dépôt,26/05/2021 07:37:55,GMT,0.0002468,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,31883.29373,31883.29373,,,
Dépôt,26/05/2021 07:44:46,GMT,0.00063531,BCH,,,0.000016,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,608.4787411,608.4787411,,,
Dépôt,26/05/2021 07:54:35,GMT,0.00247623,LTC,,,0.000061,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,157.784339,157.784339,,,
Dépôt,26/05/2021 07:54:39,GMT,0.0027664,ETH,,,0.000042,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2283.608297,2283.608297,,,
Dépôt,27/05/2021 07:19:20,GMT,0.01818853,UNI,,,0.000444,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,23.69230353,23.69230353,,,
Dépôt,27/05/2021 07:21:35,GMT,1.1688737,XLM,,,0.028526,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.353597449,0.353597449,,,
Dépôt,27/05/2021 07:22:16,GMT,0.884766,ADA,,,0.014395,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.398665943,1.398665943,,,
Dépôt,27/05/2021 07:31:51,GMT,0.50359,XRP,,,0.012292,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.819156124,0.819156124,,,
Dépôt,27/05/2021 07:36:12,GMT,0.0002595,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,31970.37599,31970.37599,,,
Dépôt,27/05/2021 07:42:56,GMT,0.00067764,BCH,,,0.000017,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,622.8731,622.8731,,,
Dépôt,27/05/2021 07:51:16,GMT,0.00263912,LTC,,,0.000064,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,161.2008047,161.2008047,,,
Dépôt,27/05/2021 07:51:19,GMT,0.0029124,ETH,,,0.000044,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2292.535822,2292.535822,,,
Dépôt,28/05/2021 07:24:43,GMT,0.01859694,UNI,,,0.000453,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,22.23507125,22.23507125,,,
Dépôt,28/05/2021 07:27:00,GMT,1.2677723,XLM,,,0.030885,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.329990317,0.329990317,,,
Dépôt,28/05/2021 07:27:47,GMT,0.962012,ADA,,,0.015623,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.280664276,1.280664276,,,
Dépôt,28/05/2021 07:39:58,GMT,0.555877,XRP,,,0.013548,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.752223997,0.752223997,,,
Dépôt,28/05/2021 07:45:26,GMT,0.0002718,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,30122.30653,30122.30653,,,
Dépôt,28/05/2021 07:53:16,GMT,0.00070768,BCH,,,0.000017,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,579.2251381,579.2251381,,,
Dépôt,28/05/2021 08:03:34,GMT,0.00275654,LTC,,,0.000067,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,149.1832129,149.1832129,,,
Dépôt,28/05/2021 08:03:39,GMT,0.00312976,ETH,,,0.000048,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,2090.94526,2090.94526,,,
Dépôt,29/05/2021 07:22:59,GMT,0.01852054,UNI,,,0.000451,UNI,Revolut - account-statement.csv,Exchanged to SOL,,,19.81988461,19.81988461,,,
Dépôt,29/05/2021 07:24:45,GMT,1.2863289,XLM,,,0.031347,XLM,Revolut - account-statement.csv,Exchanged to SOL,,,0.307827471,0.307827471,,,
Dépôt,29/05/2021 07:25:19,GMT,0.990187,ADA,,,0.016086,ADA,Revolut - account-statement.csv,Exchanged to SOL,,,1.181085458,1.181085458,,,
Dépôt,29/05/2021 07:34:03,GMT,0.551171,XRP,,,0.013431,XRP,Revolut - account-statement.csv,Exchanged to SOL,,,0.701383814,0.701383814,,,
Dépôt,29/05/2021 07:37:52,GMT,0.0002739,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,28695.39633,28695.39633,,,
Dépôt,29/05/2021 07:43:54,GMT,0.00071913,BCH,,,0.000018,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,544.0092774,544.0092774,,,
