Type,Date,Fuseau horaire,Montant reçu,Monnaie ou jeton reçu,Montant envoyé,Monnaie ou jeton envoyé,Frais,Monnaie ou jeton des frais,Exchange / Plateforme,Description,Label,Prix du jeton du montant envoyé,Prix du jeton du montant recu,Prix du jeton des frais,Adresse,Transaction hash,ID Externe
Retrait,26/02/2021 10:45:25,GMT,,,0.329196,BCH,0.004941,BCH,Revolut - account-statement.csv,Exchanged to SOL,Paiement,404.84,,404.84,,,
Retrait,26/02/2021 10:45:50,GMT,,,0.97592,LTC,0.014622,LTC,Revolut - account-statement.csv,Exchanged to SOL,Paiement,143.99,,143.99,,,
Dépôt,26/02/2021 12:04:23,GMT,0.0289159,LTC,,,0.00042,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,143.9930583,143.9930583,,,
Dépôt,26/02/2021 12:05:58,GMT,0.0002143,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,38559.88869,38559.88869,,,
Dépôt,26/02/2021 12:06:45,GMT,0.01024635,BCH,,,0.000149,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,404.8390387,404.8390387,,,
Dépôt,26/02/2021 12:18:29,GMT,0.0067047,ETH,,,0.000097,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1214.754376,1214.754376,,,
Dépôt,27/02/2021 12:04:35,GMT,0.0285516,LTC,,,0.000413,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,143.1806449,143.1806449,,,
Dépôt,27/02/2021 12:05:56,GMT,0.0002107,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,38694.48393,38694.48393,,,
Dépôt,27/02/2021 12:06:38,GMT,0.0101229,BCH,,,0.000147,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,404.501289,404.501289,,,
Dépôt,27/02/2021 12:16:31,GMT,0.006752,ETH,,,0.000098,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1218.566481,1218.566481,,,
Dépôt,28/02/2021 12:05:53,GMT,0.0303534,LTC,,,0.00044,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,137.9801702,137.9801702,,,
Dépôt,28/02/2021 12:07:24,GMT,0.0002198,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,37434.09528,37434.09528,,,
Dépôt,28/02/2021 12:08:08,GMT,0.010788,BCH,,,0.000156,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,384.6504242,384.6504242,,,
Dépôt,28/02/2021 12:19:28,GMT,0.0073226,ETH,,,0.000106,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1167.705486,1167.705486,,,
Dépôt,01/03/2021 12:06:13,GMT,0.02911425,LTC,,,0.000421,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,141.0374253,141.0374253,,,
Dépôt,01/03/2021 12:08:20,GMT,0.0002084,BTC,,,0.000003,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,39576.7412,39576.7412,,,
Dépôt,01/03/2021 12:09:21,GMT,0.0103289,BCH,,,0.000149,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,401.0402333,401.0402333,,,
Dépôt,01/03/2021 12:22:06,GMT,0.0065623,ETH,,,0.000095,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1248.29336,1248.29336,,,
Dépôt,02/03/2021 12:04:37,GMT,0.0273587,LTC,,,0.000395,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,147.2246472,147.2246472,,,
Dépôt,02/03/2021 12:06:43,GMT,0.00030495,BTC,,,0.000005,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,40427.43319,40427.43319,,,
Dépôt,02/03/2021 12:06:44,GMT,0.00915605,BCH,,,0.000132,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,426.6106591,426.6106591,,,
Dépôt,02/03/2021 12:16:11,GMT,0.0063684,ETH,,,0.000092,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1268.583787,1268.583787,,,
Dépôt,03/03/2021 12:04:01,GMT,0.0260365,LTC,,,0.000377,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,153.7634185,153.7634185,,,
Dépôt,03/03/2021 12:06:18,GMT,0.0092857,BCH,,,0.000134,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,437.023788,437.023788,,,
Dépôt,03/03/2021 12:16:38,GMT,0.0062324,ETH,,,0.00009,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1297.616138,1297.616138,,,
Dépôt,04/03/2021 12:04:01,GMT,0.0269972,LTC,,,0.00039,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,154.0431949,154.0431949,,,
Dépôt,04/03/2021 12:06:15,GMT,0.0003039,BTC,,,0.000005,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,41069.44907,41069.44907,,,
Dépôt,04/03/2021 12:06:16,GMT,0.00970135,BCH,,,0.00014,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,427.8737912,427.8737912,,,
Dépôt,04/03/2021 12:17:14,GMT,0.0063723,ETH,,,0.000092,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1298.376378,1298.376378,,,
Dépôt,05/03/2021 12:04:52,GMT,0.028541,LTC,,,0.000409,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,149.9967705,149.9967705,,,
Dépôt,05/03/2021 12:07:18,GMT,0.00031395,BTC,,,0.000005,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,40543.1993,40543.1993,,,
Dépôt,05/03/2021 12:07:19,GMT,0.0102088,BCH,,,0.000146,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,416.9903374,416.9903374,,,
Dépôt,05/03/2021 12:18:33,GMT,0.0067948,ETH,,,0.000105,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1273.330461,1273.330461,,,
Dépôt,06/03/2021 12:03:06,GMT,0.02762875,LTC,,,0.000395,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,152.3779386,152.3779386,,,
Dépôt,06/03/2021 12:04:50,GMT,0.00031305,BTC,,,0.000005,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,40786.90605,40786.90605,,,
Dépôt,06/03/2021 12:04:51,GMT,0.0101688,BCH,,,0.000145,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,417.5219423,417.5219423,,,
Dépôt,06/03/2021 12:12:28,GMT,0.0064377,ETH,,,0.0001,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1336.598306,1336.598306,,,
Dépôt,07/03/2021 12:03:01,GMT,0.02658955,LTC,,,0.00038,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,156.5706426,156.5706426,,,
Dépôt,07/03/2021 12:04:37,GMT,0.0097629,BCH,,,0.00014,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,427.0272679,427.0272679,,,
Dépôt,07/03/2021 12:12:18,GMT,0.0059727,ETH,,,0.000093,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1409.088769,1409.088769,,,
Dépôt,08/03/2021 12:03:17,GMT,0.0271989,LTC,,,0.000387,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,159.7592618,159.7592618,,,
Dépôt,08/03/2021 12:05:09,GMT,0.00983465,BCH,,,0.00014,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,437.6904686,437.6904686,,,
Dépôt,08/03/2021 12:13:26,GMT,0.0058119,ETH,,,0.00009,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1483.857025,1483.857025,,,
Dépôt,09/03/2021 12:03:08,GMT,0.02512485,LTC,,,0.000359,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,166.9109105,166.9109105,,,
Dépôt,09/03/2021 12:04:46,GMT,0.00027645,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,45301.56543,45301.56543,,,
Dépôt,09/03/2021 12:04:47,GMT,0.0092169,BCH,,,0.000132,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,452.4584796,452.4584796,,,
Dépôt,09/03/2021 12:13:03,GMT,0.0054812,ETH,,,0.000085,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1550.475409,1550.475409,,,
Dépôt,10/03/2021 12:04:21,GMT,0.02515055,LTC,,,0.000359,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,169.2715784,169.2715784,,,
Dépôt,10/03/2021 12:06:57,GMT,0.0002721,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,46662.86462,46662.86462,,,
Dépôt,10/03/2021 12:06:58,GMT,0.00929585,BCH,,,0.000133,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,459.0859032,459.0859032,,,
Dépôt,10/03/2021 12:18:34,GMT,0.0055159,ETH,,,0.000085,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1535.679704,1535.679704,,,
Dépôt,12/03/2021 12:05:29,GMT,0.02392165,LTC,,,0.000342,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,176.1831495,176.1831495,,,
Dépôt,12/03/2021 12:07:48,GMT,0.00026535,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,47758.86761,47758.86761,,,
Dépôt,12/03/2021 12:07:49,GMT,0.00931235,BCH,,,0.000133,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,450.2168511,450.2168511,,,
Dépôt,12/03/2021 12:20:47,GMT,0.0056494,ETH,,,0.000088,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1490.466712,1490.466712,,,
Dépôt,13/03/2021 16:02:39,GMT,0.0218275,LTC,,,0.000313,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,185.7155337,185.7155337,,,
Dépôt,13/03/2021 16:04:34,GMT,0.00025065,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,49542.04212,49542.04212,,,
Dépôt,13/03/2021 16:04:35,GMT,0.0084154,BCH,,,0.000121,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,476.1298309,476.1298309,,,
Dépôt,13/03/2021 16:13:10,GMT,0.0053089,ETH,,,0.000082,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1550.505932,1550.505932,,,
Dépôt,14/03/2021 12:03:43,GMT,0.02271,LTC,,,0.000326,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,181.5937353,181.5937353,,,
Dépôt,14/03/2021 12:05:44,GMT,0.0002484,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,50352.96709,50352.96709,,,
Dépôt,14/03/2021 12:05:45,GMT,0.00868135,BCH,,,0.000124,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,480.3679747,480.3679747,,,
Dépôt,14/03/2021 12:14:40,GMT,0.0053207,ETH,,,0.000083,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1574.421138,1574.421138,,,
Dépôt,15/03/2021 12:05:21,GMT,0.0244295,LTC,,,0.00035,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,174.4459649,174.4459649,,,
Dépôt,15/03/2021 12:07:35,GMT,0.0002697,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,47894.97535,47894.97535,,,
Dépôt,15/03/2021 12:07:37,GMT,0.00951235,BCH,,,0.000136,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,449.540506,449.540506,,,
Dépôt,15/03/2021 12:19:22,GMT,0.005701,ETH,,,0.000088,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1517.790337,1517.790337,,,
Dépôt,16/03/2021 12:04:00,GMT,0.02499825,LTC,,,0.000358,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,168.3549095,168.3549095,,,
Dépôt,16/03/2021 12:05:53,GMT,0.00027135,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,46935.60603,46935.60603,,,
Dépôt,16/03/2021 12:05:54,GMT,0.0095452,BCH,,,0.000137,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,440.8144696,440.8144696,,,
Dépôt,16/03/2021 12:14:33,GMT,0.0055986,ETH,,,0.000087,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1503.348546,1503.348546,,,
Dépôt,17/03/2021 15:01:18,GMT,0.025389,LTC,,,0.000363,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,169.5728176,169.5728176,,,
Dépôt,17/03/2021 18:35:38,GMT,0.0002646,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,47794.82874,47794.82874,,,
Dépôt,17/03/2021 18:35:39,GMT,0.00946185,BCH,,,0.000136,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,444.0352833,444.0352833,,,
Dépôt,18/03/2021 11:38:20,GMT,0.0245903,LTC,,,0.000352,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,170.4146469,170.4146469,,,
Dépôt,18/03/2021 14:00:57,GMT,0.0002595,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,48904.33528,48904.33528,,,
Dépôt,18/03/2021 14:00:58,GMT,0.00940245,BCH,,,0.000134,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,447.0894214,447.0894214,,,
Dépôt,19/03/2021 11:41:56,GMT,0.02453015,LTC,,,0.00035,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,168.5806924,168.5806924,,,
Dépôt,19/03/2021 14:04:43,GMT,0.00935995,BCH,,,0.000133,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,447.2054742,447.2054742,,,
Dépôt,20/03/2021 11:25:39,GMT,0.0243953,LTC,,,0.000348,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,168.6572129,168.6572129,,,
Dépôt,20/03/2021 13:38:06,GMT,0.00025185,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,49073.3789,49073.3789,,,
Dépôt,20/03/2021 13:38:07,GMT,0.009098,BCH,,,0.00013,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,451.8367403,451.8367403,,,
Dépôt,21/03/2021 11:29:11,GMT,0.02577655,LTC,,,0.000368,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,165.7078951,165.7078951,,,
Dépôt,21/03/2021 13:41:39,GMT,0.00026265,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,48321.83668,48321.83668,,,
Dépôt,21/03/2021 13:41:40,GMT,0.0095275,BCH,,,0.000136,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,443.5985876,443.5985876,,,
Dépôt,22/03/2021 12:03:03,GMT,0.02547285,LTC,,,0.000365,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,160.8378775,160.8378775,,,
Dépôt,22/03/2021 14:36:05,GMT,0.00026295,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,47104.04666,47104.04666,,,
Dépôt,22/03/2021 14:36:06,GMT,0.0094476,BCH,,,0.000135,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,437.5391919,437.5391919,,,
Dépôt,23/03/2021 11:26:07,GMT,0.02683265,LTC,,,0.000382,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,156.8501756,156.8501756,,,
Dépôt,23/03/2021 13:48:45,GMT,0.00027135,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,45988.47902,45988.47902,,,
Dépôt,23/03/2021 13:48:46,GMT,0.0095491,BCH,,,0.000136,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,434.1080813,434.1080813,,,
Dépôt,23/03/2021 18:39:09,GMT,0.0058233,ETH,,,0.00009,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1420.379205,1420.379205,,,
Dépôt,24/03/2021 08:15:54,GMT,0.02550715,LTC,,,0.000362,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,155.3235972,155.3235972,,,
Dépôt,24/03/2021 08:19:35,GMT,0.00026655,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,45904.46687,45904.46687,,,
Dépôt,24/03/2021 08:19:36,GMT,0.0095538,BCH,,,0.000135,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,422.4037978,422.4037978,,,
Dépôt,24/03/2021 08:32:48,GMT,0.0058389,ETH,,,0.00009,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1393.61967,1393.61967,,,
Dépôt,25/03/2021 08:14:17,GMT,0.0286401,LTC,,,0.000406,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,147.5760651,147.5760651,,,
Dépôt,25/03/2021 08:17:52,GMT,0.00028575,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,44003.77198,44003.77198,,,
Dépôt,25/03/2021 08:17:53,GMT,0.0106521,BCH,,,0.000151,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,401.5370722,401.5370722,,,
Dépôt,25/03/2021 08:30:54,GMT,0.0062846,ETH,,,0.000096,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1343.01739,1343.01739,,,
Dépôt,26/03/2021 08:12:27,GMT,0.02812325,LTC,,,0.000397,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,150.8825049,150.8825049,,,
Dépôt,26/03/2021 08:16:08,GMT,0.0002802,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,45260.85234,45260.85234,,,
Dépôt,26/03/2021 08:16:09,GMT,0.01047405,BCH,,,0.000148,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,416.3488735,416.3488735,,,
Dépôt,26/03/2021 08:31:26,GMT,0.0061141,ETH,,,0.000094,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1396.611603,1396.611603,,,
Dépôt,27/03/2021 08:14:52,GMT,0.02740055,LTC,,,0.000388,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,155.4103122,155.4103122,,,
Dépôt,27/03/2021 08:18:03,GMT,0.0002727,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,46968.22661,46968.22661,,,
Dépôt,27/03/2021 08:18:04,GMT,0.0100016,BCH,,,0.000141,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,424.9523949,424.9523949,,,
Dépôt,27/03/2021 08:29:49,GMT,0.005936,ETH,,,0.000091,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1444.787724,1444.787724,,,
Dépôt,28/03/2021 10:06:25,GMT,0.0271165,LTC,,,0.000384,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,156.1431818,156.1431818,,,
Dépôt,28/03/2021 10:10:26,GMT,0.00026835,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,47282.55098,47282.55098,,,
Dépôt,28/03/2021 10:10:27,GMT,0.0100611,BCH,,,0.000142,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,422.5384693,422.5384693,,,
Dépôt,28/03/2021 10:26:39,GMT,0.0058541,ETH,,,0.00009,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1439.701563,1439.701563,,,
Dépôt,29/03/2021 07:09:25,GMT,0.02580895,LTC,,,0.000365,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,161.4263129,161.4263129,,,
Dépôt,29/03/2021 07:13:35,GMT,0.00985875,BCH,,,0.000139,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,434.4443618,434.4443618,,,
Dépôt,30/03/2021 07:13:34,GMT,0.0260753,LTC,,,0.000368,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,165.7185796,165.7185796,,,
Dépôt,30/03/2021 07:16:56,GMT,0.00964325,BCH,,,0.000136,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,446.5625863,446.5625863,,,
Dépôt,30/03/2021 07:28:34,GMT,0.005491,ETH,,,0.000084,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1560.156063,1560.156063,,,
Dépôt,31/03/2021 07:11:19,GMT,0.0253676,LTC,,,0.000357,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,166.4499677,166.4499677,,,
Dépôt,31/03/2021 07:15:26,GMT,0.0002517,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,50080.45482,50080.45482,,,
Dépôt,31/03/2021 07:15:27,GMT,0.0093945,BCH,,,0.000132,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,453.0829169,453.0829169,,,
Dépôt,31/03/2021 07:30:41,GMT,0.0054102,ETH,,,0.000083,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1594.771753,1594.771753,,,
Dépôt,01/04/2021 07:12:56,GMT,0.02546,LTC,,,0.000358,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,169.7445955,169.7445955,,,
Dépôt,01/04/2021 07:17:43,GMT,0.00025515,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,50026.55137,50026.55137,,,
Dépôt,01/04/2021 07:17:45,GMT,0.0093204,BCH,,,0.000131,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,465.0498618,465.0498618,,,
Dépôt,01/04/2021 07:36:46,GMT,0.005188,ETH,,,0.000079,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1653.723502,1653.723502,,,
Dépôt,02/04/2021 07:12:23,GMT,0.024416,LTC,,,0.000345,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,175.8096185,175.8096185,,,
Dépôt,02/04/2021 07:15:55,GMT,0.00025155,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,50174.51288,50174.51288,,,
Dépôt,02/04/2021 07:15:56,GMT,0.008888,BCH,,,0.000126,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,487.022857,487.022857,,,
Dépôt,02/04/2021 07:28:13,GMT,0.0049869,ETH,,,0.000076,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1742.092544,1742.092544,,,
Dépôt,03/04/2021 07:08:26,GMT,0.02316765,LTC,,,0.000327,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,174.7017005,174.7017005,,,
Dépôt,03/04/2021 07:11:40,GMT,0.0002526,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,49677.07911,49677.07911,,,
Dépôt,03/04/2021 07:11:41,GMT,0.008449,BCH,,,0.000119,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,477.2366576,477.2366576,,,
Dépôt,03/04/2021 07:23:56,GMT,0.0047352,ETH,,,0.000072,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1766.886629,1766.886629,,,
Dépôt,04/04/2021 07:12:30,GMT,0.02514875,LTC,,,0.000355,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,169.7022726,169.7022726,,,
Dépôt,04/04/2021 07:15:40,GMT,0.00026055,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,49086.00978,49086.00978,,,
Dépôt,04/04/2021 07:15:41,GMT,0.009057,BCH,,,0.000128,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,468.9463674,468.9463674,,,
Dépôt,04/04/2021 07:27:08,GMT,0.004946,ETH,,,0.000076,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1746.340779,1746.340779,,,
Dépôt,05/04/2021 07:14:59,GMT,0.02487955,LTC,,,0.000351,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,180.0289137,180.0289137,,,
Dépôt,05/04/2021 07:18:49,GMT,0.00026205,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,49665.21255,49665.21255,,,
Dépôt,05/04/2021 07:18:50,GMT,0.00885675,BCH,,,0.000125,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,470.3633897,470.3633897,,,
Dépôt,05/04/2021 07:32:48,GMT,0.004942,ETH,,,0.000075,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1773.034754,1773.034754,,,
Dépôt,06/04/2021 07:13:10,GMT,0.0225642,LTC,,,0.00032,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,193.4534295,193.4534295,,,
Dépôt,06/04/2021 07:16:27,GMT,0.00025515,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,49224.54184,49224.54184,,,
Dépôt,06/04/2021 07:16:28,GMT,0.0078456,BCH,,,0.000111,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,550.3280496,550.3280496,,,
Dépôt,06/04/2021 07:28:22,GMT,0.0047138,ETH,,,0.000072,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1779.82323,1779.82323,,,
Dépôt,07/04/2021 07:09:54,GMT,0.0214876,LTC,,,0.000306,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,191.5362703,191.5362703,,,
Dépôt,07/04/2021 07:14:20,GMT,0.0002592,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,47867.84732,47867.84732,,,
Dépôt,07/04/2021 07:14:21,GMT,0.007511,BCH,,,0.000107,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,537.0071385,537.0071385,,,
Dépôt,07/04/2021 07:33:10,GMT,0.004806,ETH,,,0.000074,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1704.87491,1704.87491,,,
Dépôt,08/04/2021 07:10:13,GMT,0.02205805,LTC,,,0.000315,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,187.7563046,187.7563046,,,
Dépôt,08/04/2021 07:14:29,GMT,0.00026235,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,48137.62859,48137.62859,,,
Dépôt,08/04/2021 07:14:30,GMT,0.0078379,BCH,,,0.000112,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,532.3887526,532.3887526,,,
Dépôt,08/04/2021 07:31:55,GMT,0.004951,ETH,,,0.000076,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1713.69483,1713.69483,,,
Dépôt,09/04/2021 07:17:32,GMT,0.0223138,LTC,,,0.000318,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,188.3045212,188.3045212,,,
Dépôt,09/04/2021 07:22:30,GMT,0.0002592,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,48887.6375,48887.6375,,,
Dépôt,09/04/2021 07:22:31,GMT,0.00784635,BCH,,,0.000112,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,536.2308675,536.2308675,,,
Dépôt,09/04/2021 07:45:46,GMT,0.004812,ETH,,,0.000074,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1744.011426,1744.011426,,,
Dépôt,10/04/2021 07:10:26,GMT,0.0214404,LTC,,,0.000306,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,199.9836113,199.9836113,,,
Dépôt,10/04/2021 07:14:42,GMT,0.0075606,BCH,,,0.000108,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,553.4676989,553.4676989,,,
Dépôt,10/04/2021 09:27:28,GMT,0.0046187,ETH,,,0.000071,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1782.940617,1782.940617,,,
Dépôt,10/04/2021 09:27:45,GMT,0.00024735,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,49915.44795,49915.44795,,,
Dépôt,11/04/2021 07:11:13,GMT,0.0195985,LTC,,,0.00028,LTC,Revolut - account-statement.csv,Exchanged to SOL,,,212.3712108,212.3712108,,,
Dépôt,11/04/2021 07:15:19,GMT,0.0002523,BTC,,,0.000004,BTC,Revolut - account-statement.csv,Exchanged to SOL,,,50304.1194,50304.1194,,,
Dépôt,11/04/2021 07:15:20,GMT,0.0072166,BCH,,,0.000103,BCH,Revolut - account-statement.csv,Exchanged to SOL,,,574.5509525,574.5509525,,,
Dépôt,11/04/2021 07:32:28,GMT,0.004696,ETH,,,0.000073,ETH,Revolut - account-statement.csv,Exchanged to SOL,,,1802.638914,1802.638914,,,
