Date,Ticker,Type,Quantity,Price per share,Total Amount,Currency,FX Rate
28/01/2021 14:30:23,MA,BUY,0.15290519,327.00,50.00,USD,1.2126289934
28/01/2021 14:30:25,V,BUY,0.24752475,202.00,50.00,USD,1.2127525035
28/01/2021 14:33:58,BB,BUY,5,18.73,93.65,USD,1.2136376367
28/01/2021 14:48:54,AMC,BUY,15,14.49,217.35,USD,1.2136126745
28/01/2021 14:54:56,ADBE,SELL,0.2225354,465.27,103.54,USD,1.2139127355
28/01/2021 14:55:45,AAPL,SELL,0.06862425,138.58,9.51,USD,1.2138224788
28/01/2021 14:55:54,AMC,BUY,15,14.69,220.35,USD,1.213737699
28/01/2021 15:43:02,BABA,SELL,0.00738542,258.62,1.91,USD,1.2134426409
28/01/2021 15:45:15,BB,BUY,10,14.52,145.20,USD,1.2135326582
28/01/2021 15:45:36,PLTR,BUY,2,36.95,73.90,USD,1.2134376392
28/01/2021 15:51:19,AMC,BUY,15,8.39,125.85,USD,1.2131525874
28/01/2021 16:24:24,PLTR,SELL,7.78034682,34.06,265.00,USD,1.2126624844
28/01/2021 16:24:40,GME,SELL,2,124.38,248.77,USD,1.2126924903
28/01/2021 16:28:39,BB,SELL,15,14.01,210.15,USD,1.2128725272
28/01/2021 16:29:22,AMC,SELL,35,7.01,245.35,USD,1.2129425433
29/01/2021 17:56:57,AMC,SELL,10,13.10,131.00,USD,1.2135976711
01/02/2021 02:33:34,,CUSTODY_FEE,,,-0.04,USD,1.2129825489
01/02/2021 14:31:10,PLUG,BUY,3.10414403,64.43,200.00,USD,1.2100019532
01/02/2021 14:31:22,ENPH,BUY,1.61603102,185.64,300.00,USD,1.2098219170
01/02/2021 14:32:37,BLK,BUY,0.08456659,709.50,60.00,USD,1.2096418862
01/02/2021 15:15:13,ADBE,SELL,0.2,462.35,92.47,USD,1.2094968512
01/02/2021 15:21:59,AAPL,BUY,1.1,132.64,145.90,USD,1.2098019121
