Symbol,Type,Quantity,Price,Value,Fees,Date
ETH,Stake,0.02339248,"€1,958.66",€45.81,€0.00,"Nov 11, 2023, 3:21:04 PM"
BTC,Buy,0.0002139,"$37,400.31",$8.00,$0.07,"Nov 13, 2023, 9:21:00 AM"
ETH,Buy,0.00191843,"$2,085.03",$4.00,$0.04,"Nov 13, 2023, 9:50:51 AM"
BTC,Sell,0.01446101,"$36,117.12",$522.29,$5.16,"Nov 13, 2023, 11:07:34 PM"
BTC,Buy,0.00021248,"$37,650.24",$8.00,$0.07,"Nov 20, 2023, 9:21:09 AM"
ETH,Buy,0.00196038,"$2,040.41",$4.00,$0.04,"Nov 20, 2023, 9:50:46 AM"
BTC,Buy,0.00021177,"$37,775.65",$8.00,$0.07,"Nov 27, 2023, 9:17:47 AM"
ETH,Buy,0.00192878,"$2,073.84",$4.00,$0.04,"Nov 27, 2023, 9:41:30 AM"
BTC,Buy,0.00019082,"$41,922.52",$8.00,$0.07,"Dec 4, 2023, 9:15:26 AM"
ETH,Buy,0.00175418,"$2,280.26",$4.00,$0.04,"Dec 4, 2023, 9:41:09 AM"
ETH,Unstake,0.2,"€2,211.73",€442.34,€0.00,"Dec 11, 2023, 12:17:22 AM"
BTC,Buy,0.00018815,"$42,519.08",$8.00,$0.07,"Dec 11, 2023, 9:17:09 AM"
ETH,Buy,0.00176534,"$2,265.84",$4.00,$0.04,"Dec 11, 2023, 9:42:59 AM"
BTC,Buy,0.00019267,"$41,521.42",$8.00,$0.07,"Dec 18, 2023, 9:14:54 AM"
ETH,Buy,0.00181802,"$2,200.19",$4.00,$0.04,"Dec 18, 2023, 9:40:20 AM"
ETH,Buy,0.00173097,"$2,310.84",$4.00,$0.04,"Dec 25, 2023, 9:37:07 AM"
BTC,Buy,0.00018301,"$43,712.33",$8.00,$0.07,"Dec 25, 2023, 9:43:41 AM"
BTC,Buy,0.00018594,"$43,022.36",$8.00,$0.07,"Jan 1, 2024, 9:14:32 AM"
ETH,Buy,0.00173341,"$2,307.59",$4.00,$0.04,"Jan 1, 2024, 9:39:27 AM"
BTC,Buy,0.00017963,"$44,533.98",$8.00,$0.07,"Jan 8, 2024, 9:15:54 AM"
ETH,Buy,0.00177296,"$2,256.11",$4.00,$0.04,"Jan 8, 2024, 9:38:42 AM"
BTC,Buy,0.0001853,"$43,171.96",$8.00,$0.07,"Jan 15, 2024, 9:16:19 AM"
ETH,Buy,0.00157298,"$2,542.93",$4.00,$0.04,"Jan 15, 2024, 9:42:49 AM"
BTC,Buy,0.00019294,"$41,462.78",$8.00,$0.07,"Jan 22, 2024, 9:15:05 AM"
ETH,Buy,0.00164342,"$2,433.94",$4.00,$0.04,"Jan 22, 2024, 9:37:04 AM"
BTC,Buy,0.00018828,"$42,488.19",$8.00,$0.07,"Jan 29, 2024, 9:15:07 AM"
ETH,Buy,0.00174932,"$2,286.59",$4.00,$0.04,"Jan 29, 2024, 9:44:24 AM"
ETH,Stake,0.22111549,"€2,110.41",€466.64,€0.00,"Jan 29, 2024, 9:45:09 AM"
BTC,Buy,0.00018358,"$43,577.20",$8.00,$0.07,"Feb 5, 2024, 9:15:13 AM"
ETH,Buy,0.00170811,"$2,341.76",$4.00,$0.04,"Feb 5, 2024, 9:40:16 AM"
BTC,Buy,0.00016405,"$48,764.85",$8.00,$0.07,"Feb 12, 2024, 9:16:09 AM"
ETH,Buy,0.00158388,"$2,525.43",$4.00,$0.04,"Feb 12, 2024, 9:43:04 AM"
BTC,Buy,0.0001511,"$52,942.40",$8.00,$0.07,"Feb 19, 2024, 9:14:47 AM"
ETH,Buy,0.0013575,"$2,946.59",$4.00,$0.04,"Feb 19, 2024, 9:38:54 AM"
BTC,Buy,0.00015411,"$51,909.06",$8.00,$0.07,"Feb 26, 2024, 9:14:33 AM"
ETH,Buy,0.00127808,"$3,129.68",$4.00,$0.04,"Feb 26, 2024, 9:53:13 AM"
BTC,Sell,0.01636691,"$61,098.90","$1,000.00",$9.89,"Mar 1, 2024, 9:19:25 AM"
BTC,Buy,0.00012213,"$65,499.59",$8.00,$0.07,"Mar 4, 2024, 9:20:01 AM"
ETH,Buy,0.00111799,"$3,577.83",$4.00,$0.04,"Mar 4, 2024, 9:47:38 AM"
ETH,Unstake,0.14590133,"€3,655.25",€533.30,€0.00,"Mar 8, 2024, 12:38:53 PM"
ETH,Sell,0.12863342,"$3,887.01",$500.00,$4.95,"Mar 8, 2024, 10:39:04 PM"
BTC,Buy,0.00011084,"$72,175.93",$8.00,$0.07,"Mar 11, 2024, 9:17:12 AM"
ETH,Buy,0.000985,"$4,060.89",$4.00,$0.04,"Mar 11, 2024, 9:47:20 AM"
BTC,Buy,0.00011625,"$68,815.27",$8.00,$0.07,"Mar 18, 2024, 9:15:32 AM"
ETH,Buy,0.00110571,"$3,617.58",$4.00,$0.04,"Mar 18, 2024, 9:42:35 AM"
BTC,Buy,0.00011779,"$67,915.76",$8.00,$0.07,"Mar 25, 2024, 9:16:52 AM"
ETH,Buy,0.00114421,"$3,495.85",$4.00,$0.04,"Mar 25, 2024, 9:44:47 AM"
ETH,Unstake,0.14304129,"€3,338.91",€477.60,€0.00,"Mar 26, 2024, 6:06:18 PM"
ETH,Sell,0.14483341,"€3,275.54",€474.40,€4.69,"Mar 27, 2024, 9:42:36 PM"
USDC,Buy,500,€0.93,€464.22,€4.69,"Mar 27, 2024, 9:42:36 PM"
BTC,Sell,0.01472864,"€64,411.52",€948.69,€9.38,"Mar 27, 2024, 9:42:51 PM"
USDC,Buy,"1,000",€0.93,€928.44,€9.38,"Mar 27, 2024, 9:42:51 PM"
ETH,Stake,0.02293635,"€3,276.81",€75.15,€0.00,"Mar 27, 2024, 9:46:07 PM"
ETH,Buy,0.00111243,"$3,595.71",$4.00,$0.04,"Apr 1, 2024, 9:29:13 AM"
BTC,Buy,0.0001136,"$70,419.81",$8.00,$0.07,"Apr 1, 2024, 10:02:09 AM"
ETH,Buy,0.00114859,"$3,482.51",$4.00,$0.04,"Apr 8, 2024, 9:31:54 AM"
BTC,Buy,0.00011146,"$71,773.50",$8.00,$0.07,"Apr 8, 2024, 10:06:33 AM"
ETH,Buy,0.00121896,"$3,281.46",$4.00,$0.04,"Apr 15, 2024, 9:26:46 AM"
BTC,Buy,0.00011912,"$67,156.63",$8.00,$0.07,"Apr 15, 2024, 9:56:09 AM"
ETH,Buy,0.00123024,"$3,251.38",$4.00,$0.04,"Apr 22, 2024, 9:30:51 AM"
BTC,Buy,0.00011974,"$66,809.29",$8.00,$0.07,"Apr 22, 2024, 10:00:07 AM"
ETH,Buy,0.00124232,"$3,219.77",$4.00,$0.04,"Apr 29, 2024, 9:34:54 AM"
BTC,Buy,0.00012688,"$63,047.61",$8.00,$0.07,"Apr 29, 2024, 10:10:51 AM"
ETH,Buy,0.00124736,"$3,206.76",$4.00,$0.04,"May 6, 2024, 9:26:56 AM"
BTC,Buy,0.0001226,"$65,251.85",$8.00,$0.07,"May 6, 2024, 9:55:48 AM"
ETH,Buy,0.00135266,"$2,957.13",$4.00,$0.04,"May 13, 2024, 9:33:08 AM"
BTC,Buy,0.00012671,"$63,135.95",$8.00,$0.07,"May 13, 2024, 10:03:53 AM"
ETH,Buy,0.00128044,"$3,123.92",$4.00,$0.04,"May 20, 2024, 9:27:50 AM"
BTC,Buy,0.00011823,"$67,660.53",$8.00,$0.07,"May 20, 2024, 9:56:06 AM"
ETH,Buy,0.00101058,"$3,958.11",$4.00,$0.04,"May 27, 2024, 9:27:44 AM"
BTC,Buy,0.00011515,"$69,472.92",$8.00,$0.07,"May 27, 2024, 9:56:33 AM"
ETH,Buy,0.00103614,"$3,860.48",$4.00,$0.04,"Jun 3, 2024, 9:28:35 AM"
BTC,Buy,0.00011466,"$69,766.05",$8.00,$0.07,"Jun 3, 2024, 10:01:08 AM"
ETH,Buy,0.00107659,"$3,715.43",$4.00,$0.04,"Jun 10, 2024, 9:30:18 AM"
BTC,Buy,0.00011397,"$70,193.44",$8.00,$0.07,"Jun 10, 2024, 10:03:21 AM"
ETH,Buy,0.00110838,"$3,608.86",$4.00,$0.04,"Jun 17, 2024, 9:32:55 AM"
BTC,Buy,0.00011952,"$66,933.71",$8.00,$0.07,"Jun 17, 2024, 10:07:38 AM"
ETH,Buy,0.00117018,"$3,418.27",$4.00,$0.04,"Jun 24, 2024, 9:35:36 AM"
BTC,Buy,0.00012679,"$63,096.28",$8.00,$0.07,"Jun 24, 2024, 10:13:05 AM"
ETH,Buy,0.001133,"$3,530.43",$4.00,$0.04,"Jul 1, 2024, 9:41:34 AM"
BTC,Buy,0.00012537,"$63,809.63",$8.00,$0.07,"Jul 1, 2024, 10:24:36 AM"
ETH,Buy,0.00135276,"$2,956.90",$4.00,$0.04,"Jul 8, 2024, 9:36:30 AM"
BTC,Buy,0.00014047,"$56,951.05",$8.00,$0.07,"Jul 8, 2024, 10:13:47 AM"
ETH,Buy,0.00117452,"$3,405.62",$4.00,$0.04,"Jul 15, 2024, 9:48:44 AM"
ETH,Stake,0.01869151,"€3,126.37",€58.43,€0.00,"Jul 15, 2024, 9:49:22 AM"
BTC,Buy,0.00012558,"$63,701.04",$8.00,$0.07,"Jul 15, 2024, 10:14:47 AM"
ETH,Buy,0.00113469,"$3,525.19",$4.00,$0.04,"Jul 22, 2024, 9:41:09 AM"
BTC,Buy,0.00011743,"$68,121.07",$8.00,$0.07,"Jul 22, 2024, 10:25:01 AM"
BTC,Buy,0.00014216,"$70,339.38",$10.00,$0.09,"Jul 29, 2024, 9:55:18 AM"
ETH,Buy,0.0014667,"$3,408.99",$5.00,$0.05,"Jul 29, 2024, 10:02:09 AM"
BTC,Buy,0.00018674,"$53,548.98",$10.00,$0.09,"Aug 5, 2024, 9:52:59 AM"
ETH,Buy,0.00208229,"$2,401.20",$5.00,$0.05,"Aug 5, 2024, 9:59:47 AM"
BTC,Buy,0.00653235,"€52,344.69",€341.93,€3.39,"Aug 6, 2024, 4:26:34 PM"
USDC,Sell,375,€0.92,€345.01,€3.39,"Aug 6, 2024, 4:26:34 PM"
ETH,Buy,0.04836605,"€2,357.39",€114.01,€1.12,"Aug 6, 2024, 4:27:03 PM"
USDC,Sell,125,€0.92,€114.99,€1.12,"Aug 6, 2024, 4:27:03 PM"
ETH,Stake,0.05251929,"€2,174.46",€114.20,€0.00,"Aug 7, 2024, 11:21:07 PM"
BTC,Buy,0.00016787,"$59,569.88",$10.00,$0.09,"Aug 12, 2024, 10:04:14 AM"
ETH,Buy,0.0019069,"$2,622.05",$5.00,$0.05,"Aug 12, 2024, 10:11:42 AM"
BTC,Buy,0.00016843,"$59,368.83",$10.00,$0.09,"Aug 19, 2024, 9:48:29 AM"
ETH,Buy,0.0018882,"$2,648.02",$5.00,$0.04,"Aug 19, 2024, 9:54:45 AM"
BTC,Buy,0.00015514,"$64,457.87",$10.00,$0.10,"Aug 26, 2024, 9:56:19 AM"
ETH,Buy,0.00180456,"$2,770.75",$5.00,$0.04,"Aug 26, 2024, 10:02:47 AM"
BTC,Buy,0.00017183,"$58,194.59",$10.00,$0.09,"Sep 2, 2024, 9:54:04 AM"
ETH,Buy,0.00202237,"$2,472.33",$5.00,$0.04,"Sep 2, 2024, 10:00:51 AM"
ETH,Buy,0.05332633,"€2,102.02",€112.09,€1.11,"Sep 7, 2024, 6:25:29 PM"
USDC,Sell,125,€0.91,€113.69,€1.11,"Sep 7, 2024, 6:25:29 PM"
ETH,Stake,0.06034838,"€2,102.26",€126.86,€0.00,"Sep 7, 2024, 6:25:38 PM"
BTC,Buy,0.00582469,"€50,037.37",€291.45,€2.88,"Sep 7, 2024, 6:26:18 PM"
USDC,Sell,325,€0.91,€295.59,€2.88,"Sep 7, 2024, 6:26:18 PM"
BTC,Buy,0.0008958,"€50,028.60",€44.81,€0.44,"Sep 7, 2024, 6:26:59 PM"
USDC,Sell,50,€0.91,€45.47,€0.44,"Sep 7, 2024, 6:26:59 PM"
BTC,Buy,0.00017975,"$55,630.26",$10.00,$0.09,"Sep 9, 2024, 9:54:50 AM"
ETH,Buy,0.00213262,"$2,344.53",$5.00,$0.04,"Sep 9, 2024, 10:01:49 AM"
BTC,Buy,0.00016768,"$59,635.38",$10.00,$0.10,"Sep 16, 2024, 9:54:00 AM"
ETH,Buy,0.00213736,"$2,339.33",$5.00,$0.04,"Sep 16, 2024, 10:01:11 AM"
BTC,Buy,0.00015546,"$64,323.91",$10.00,$0.09,"Sep 23, 2024, 9:58:43 AM"
ETH,Buy,0.00186939,"$2,674.66",$5.00,$0.04,"Sep 23, 2024, 10:05:56 AM"
BTC,Buy,0.00015314,"$65,297.43",$10.00,$0.10,"Sep 30, 2024, 10:05:09 AM"
ETH,Buy,0.00187569,"$2,665.68",$5.00,$0.04,"Sep 30, 2024, 10:13:47 AM"
BTC,Buy,0.0001555,"$64,304.84",$10.00,$0.09,"Oct 7, 2024, 9:58:29 AM"
ETH,Buy,0.00198722,"$2,516.07",$5.00,$0.05,"Oct 7, 2024, 10:05:25 AM"
BTC,Buy,0.00015313,"$65,300.75",$10.00,$0.09,"Oct 14, 2024, 9:54:54 AM"
ETH,Buy,0.00194371,"$2,572.39",$5.00,$0.05,"Oct 14, 2024, 10:02:01 AM"
BTC,Buy,0.00014426,"$69,314.70",$10.00,$0.09,"Oct 21, 2024, 10:29:34 AM"
ETH,Buy,0.00181565,"$2,753.83",$5.00,$0.05,"Oct 21, 2024, 10:36:41 AM"
BTC,Buy,0.00014476,"$69,077.83",$10.00,$0.09,"Oct 28, 2024, 9:53:10 AM"
ETH,Buy,0.00196845,"$2,540.06",$5.00,$0.05,"Oct 28, 2024, 10:00:08 AM"
BTC,Buy,0.00014419,"$69,351.62",$10.00,$0.09,"Nov 4, 2024, 9:54:52 AM"
ETH,Buy,0.00200932,"$2,488.40",$5.00,$0.05,"Nov 4, 2024, 10:01:48 AM"
BTC,Buy,0.00012129,"$82,446.80",$10.00,$0.09,"Nov 11, 2024, 9:55:05 AM"
ETH,Buy,0.00156769,"$3,189.39",$5.00,$0.05,"Nov 11, 2024, 10:01:43 AM"
BTC,Buy,0.00010742,"$93,088.63",$10.00,$0.09,"Nov 18, 2024, 10:00:33 AM"
ETH,Buy,0.00158071,"$3,163.13",$5.00,$0.05,"Nov 18, 2024, 10:08:45 AM"
ETH,Stake,0.02067703,"€3,259.82",€67.40,€0.00,"Nov 22, 2024, 1:03:15 PM"
BTC,Buy,0.00012051,"$99,573.56",$12.00,$0.11,"Nov 25, 2024, 9:31:45 AM"
ETH,Buy,0.00115634,"$3,459.17",$4.00,$0.04,"Nov 25, 2024, 10:01:12 AM"
BTC,Sell,0.01083162,"€90,861.66",€984.17,€9.73,"Nov 26, 2024, 8:37:39 AM"
USDC,Buy,"1,000",€0.96,€961.08,€9.73,"Nov 26, 2024, 8:37:39 AM"
ETH,Unstake,0.2,"€3,475.31",€695.06,€0.00,"Nov 28, 2024, 6:02:51 AM"
ETH,Sell,0.14112405,"€3,477.64",€490.77,€4.85,"Nov 28, 2024, 9:48:00 AM"
USDC,Buy,500,€0.95,€477.36,€4.85,"Nov 28, 2024, 9:48:00 AM"
BTC,Buy,0.00012442,"$96,442.75",$12.00,$0.11,"Dec 2, 2024, 9:36:39 AM"
ETH,Buy,0.00109417,"$3,655.72",$4.00,$0.04,"Dec 2, 2024, 10:08:13 AM"
ETH,Sell,0.05196674,"€3,756.90",€195.23,€1.93,"Dec 5, 2024, 7:08:10 PM"
USDC,Buy,200,€0.95,€190.52,€1.93,"Dec 5, 2024, 7:08:10 PM"
BTC,Sell,0.00402878,"€97,308.87",€392.03,€3.87,"Dec 5, 2024, 7:08:36 PM"
USDC,Buy,400,€0.95,€381.03,€3.87,"Dec 5, 2024, 7:08:36 PM"
BTC,Buy,0.00210598,"€100,520.02",€211.69,€2.09,"Dec 5, 2024, 11:28:37 PM"
USDC,Sell,200,€0.95,€190.18,€2.09,"Dec 5, 2024, 11:28:37 PM"
BTC,Buy,0.00011928,"$100,598.50",$12.00,$0.11,"Dec 9, 2024, 9:29:50 AM"
ETH,Buy,0.00102188,"$3,914.35",$4.00,$0.04,"Dec 9, 2024, 9:58:29 AM"
BTC,Buy,0.00011315,"$106,049.97",$12.00,$0.11,"Dec 16, 2024, 9:32:37 AM"
ETH,Buy,0.0009991,"$4,003.59",$4.00,$0.04,"Dec 16, 2024, 10:03:14 AM"
ETH,Buy,0.02852301,"€3,355.62",€95.71,€0.95,"Dec 19, 2024, 6:52:57 PM"
USDC,Sell,100,€0.97,€97.13,€0.95,"Dec 19, 2024, 6:52:57 PM"
ETH,Buy,0.03122501,"€3,063.76",€95.66,€0.95,"Dec 20, 2024, 12:25:16 PM"
USDC,Sell,100,€0.97,€96.94,€0.95,"Dec 20, 2024, 12:25:16 PM"
ETH,Stake,0.06837798,"€3,208.20",€219.37,€0.00,"Dec 23, 2024, 9:32:12 AM"
BTC,Buy,0.00012451,"$96,377.63",$12.00,$0.11,"Dec 23, 2024, 9:34:38 AM"
ETH,Buy,0.00118158,"$3,385.27",$4.00,$0.04,"Dec 23, 2024, 10:07:43 AM"
BTC,Buy,0.00012677,"$94,656.71",$12.00,$0.11,"Dec 30, 2024, 9:33:49 AM"
ETH,Buy,0.0011566,"$3,458.39",$4.00,$0.04,"Dec 30, 2024, 10:04:22 AM"
DOT,Learn reward,0.06188988,,,,"Apr 27, 2022, 11:15:59 AM"
DOT,Learn reward,0.06182219,,,,"Apr 27, 2022, 11:18:54 AM"
DOT,Learn reward,0.06179223,,,,"Apr 27, 2022, 11:20:46 AM"
DOT,Learn reward,0.06223852,,,,"Apr 27, 2022, 11:22:39 AM"
DOT,Learn reward,0.09324383,,,,"Apr 27, 2022, 11:24:25 AM"
DOT,Learn reward,0.09317549,,,,"Apr 27, 2022, 11:25:58 AM"
DOT,Learn reward,0.09314433,,,,"Apr 27, 2022, 11:27:41 AM"
DOT,Learn reward,0.09307158,,,,"Apr 27, 2022, 11:29:08 AM"
DOT,Learn reward,0.0929502,,,,"Apr 27, 2022, 11:30:48 AM"
ETH,Staking reward,0.00000128,,,,"May 18, 2023, 2:52:57 PM"
ETH,Staking reward,0.00000652,,,,"May 18, 2023, 3:02:41 PM"
ETH,Staking reward,0.00000208,,,,"May 18, 2023, 3:13:03 PM"
ETH,Staking reward,0.00000189,,,,"May 18, 2023, 3:25:11 PM"
ETH,Staking reward,0.00000233,,,,"May 18, 2023, 3:44:32 PM"
ETH,Staking reward,0.00000577,,,,"May 18, 2023, 4:06:59 PM"
ETH,Staking reward,0.00000155,,,,"May 18, 2023, 4:29:14 PM"
ETH,Staking reward,0.00000612,,,,"May 18, 2023, 4:53:43 PM"
ETH,Staking reward,0.00000787,,,,"May 22, 2023, 5:28:17 PM"
ETH,Staking reward,0.00000519,,,,"May 22, 2023, 5:50:32 PM"
ETH,Staking reward,0.00000455,,,,"May 22, 2023, 6:13:50 PM"
ETH,Staking reward,0.00000286,,,,"May 22, 2023, 6:37:34 PM"
ETH,Staking reward,0.00000126,,,,"May 22, 2023, 7:01:44 PM"
ETH,Staking reward,0.000001,,,,"May 22, 2023, 7:26:34 PM"
ETH,Staking reward,0.00000495,,,,"May 22, 2023, 7:50:50 PM"
ETH,Staking reward,0.00000826,,,,"May 22, 2023, 8:15:47 PM"
ETH,Staking reward,0.00000099,,,,"May 22, 2023, 8:41:23 PM"
ETH,Staking reward,0.00000067,,,,"May 22, 2023, 9:06:34 PM"
ETH,Staking reward,0.00000255,,,,"May 22, 2023, 9:31:44 PM"
ETH,Staking reward,0.00000224,,,,"May 22, 2023, 10:03:15 PM"
ETH,Staking reward,0.0000004,,,,"May 22, 2023, 10:31:14 PM"
ETH,Staking reward,0.00000132,,,,"May 22, 2023, 10:55:01 PM"
ETH,Staking reward,0.00000097,,,,"May 22, 2023, 11:21:48 PM"
ETH,Staking reward,0.00000081,,,,"May 23, 2023, 12:02:55 AM"
ETH,Staking reward,0.0000004,,,,"May 23, 2023, 12:28:57 AM"
ETH,Staking reward,0.00002497,,,,"May 23, 2023, 12:59:55 AM"
ETH,Staking reward,0.0000001,,,,"May 23, 2023, 1:27:33 AM"
ETH,Staking reward,0.00000302,,,,"May 23, 2023, 1:46:46 AM"
ETH,Staking reward,0.00000191,,,,"May 23, 2023, 2:16:15 AM"
ETH,Staking reward,0.00000088,,,,"May 23, 2023, 2:46:56 AM"
ETH,Staking reward,0.00000512,,,,"May 23, 2023, 3:16:36 AM"
ETH,Staking reward,0.0000018,,,,"May 23, 2023, 3:47:49 AM"
ETH,Staking reward,0.00000372,,,,"May 23, 2023, 4:22:02 AM"
ETH,Staking reward,0.0000014,,,,"May 23, 2023, 4:53:08 AM"
ETH,Staking reward,0.00000235,,,,"May 23, 2023, 5:23:20 AM"
ETH,Staking reward,0.00000393,,,,"May 23, 2023, 5:57:27 AM"
ETH,Staking reward,0.00000117,,,,"May 23, 2023, 6:33:10 AM"
ETH,Staking reward,0.00000116,,,,"May 23, 2023, 7:07:21 AM"
ETH,Staking reward,0.00000097,,,,"May 23, 2023, 7:43:15 AM"
ETH,Staking reward,0.00000151,,,,"May 23, 2023, 8:19:06 AM"
ETH,Staking reward,0.00000211,,,,"May 23, 2023, 8:57:56 AM"
ETH,Staking reward,0.00000138,,,,"May 23, 2023, 9:36:26 AM"
ETH,Staking reward,0.0000011,,,,"May 23, 2023, 10:14:41 AM"
ETH,Staking reward,0.00000165,,,,"May 23, 2023, 10:45:20 AM"
ETH,Staking reward,0.00000436,,,,"May 23, 2023, 11:14:29 AM"
ETH,Staking reward,0.00000238,,,,"May 23, 2023, 11:43:51 AM"
ETH,Staking reward,0.00001394,,,,"May 23, 2023, 12:13:33 PM"
ETH,Staking reward,0.00000497,,,,"May 23, 2023, 12:55:56 PM"
ETH,Staking reward,0.00003049,,,,"May 23, 2023, 1:32:17 PM"
ETH,Staking reward,0.00000946,,,,"May 23, 2023, 2:01:39 PM"
ETH,Staking reward,0.00000328,,,,"May 23, 2023, 2:35:40 PM"
ETH,Staking reward,0.00000295,,,,"May 23, 2023, 3:02:11 PM"
ETH,Staking reward,0.00000462,,,,"May 23, 2023, 3:32:13 PM"
ETH,Staking reward,0.00001888,,,,"May 23, 2023, 3:58:08 PM"
ETH,Staking reward,0.000009,,,,"May 23, 2023, 4:29:37 PM"
ETH,Staking reward,0.00000928,,,,"May 23, 2023, 4:55:17 PM"
ETH,Staking reward,0.00001235,,,,"May 23, 2023, 5:26:38 PM"
ETH,Staking reward,0.0000148,,,,"May 23, 2023, 6:10:58 PM"
ETH,Staking reward,0.00000458,,,,"May 23, 2023, 6:44:28 PM"
ETH,Staking reward,0.00000722,,,,"May 23, 2023, 7:16:11 PM"
ETH,Staking reward,0.00000987,,,,"May 23, 2023, 7:47:29 PM"
ETH,Staking reward,0.00000472,,,,"May 23, 2023, 8:15:44 PM"
ETH,Staking reward,0.00000418,,,,"May 23, 2023, 8:45:55 PM"
ETH,Staking reward,0.00000603,,,,"May 23, 2023, 9:16:41 PM"
ETH,Staking reward,0.0000164,,,,"May 23, 2023, 10:06:50 PM"
ETH,Staking reward,0.00001127,,,,"May 23, 2023, 10:38:02 PM"
ETH,Staking reward,0.00000074,,,,"May 23, 2023, 10:49:12 PM"
ETH,Staking reward,0.00000283,,,,"May 23, 2023, 11:11:32 PM"
ETH,Staking reward,0.00000323,,,,"May 23, 2023, 11:35:39 PM"
ETH,Staking reward,0.00000279,,,,"May 23, 2023, 11:58:49 PM"
ETH,Staking reward,0.00000683,,,,"May 24, 2023, 12:22:48 AM"
ETH,Staking reward,0.00000199,,,,"May 24, 2023, 12:45:19 AM"
ETH,Staking reward,0.00002834,,,,"May 24, 2023, 1:23:03 AM"
ETH,Staking reward,0.00001409,,,,"May 24, 2023, 1:48:36 AM"
ETH,Staking reward,0.00003318,,,,"May 24, 2023, 2:16:02 AM"
ETH,Staking reward,0.00001448,,,,"May 24, 2023, 2:44:41 AM"
ETH,Staking reward,0.00001557,,,,"May 24, 2023, 3:11:16 AM"
ETH,Staking reward,0.00000928,,,,"May 24, 2023, 3:40:11 AM"
ETH,Staking reward,0.00002844,,,,"May 24, 2023, 4:08:28 AM"
ETH,Staking reward,0.00000596,,,,"May 24, 2023, 4:35:09 AM"
ETH,Staking reward,0.0000068,,,,"May 24, 2023, 5:02:19 AM"
ETH,Staking reward,0.00003169,,,,"May 24, 2023, 5:22:04 AM"
ETH,Staking reward,0.0000137,,,,"May 24, 2023, 5:55:30 AM"
ETH,Staking reward,0.00000713,,,,"May 24, 2023, 6:22:56 AM"
ETH,Staking reward,0.00001481,,,,"May 24, 2023, 6:50:37 AM"
ETH,Staking reward,0.00000497,,,,"May 24, 2023, 7:17:12 AM"
ETH,Staking reward,0.00003707,,,,"May 24, 2023, 7:43:35 AM"
ETH,Staking reward,0.00000481,,,,"May 24, 2023, 8:09:20 AM"
ETH,Staking reward,0.00000442,,,,"May 24, 2023, 8:37:19 AM"
ETH,Staking reward,0.00001192,,,,"May 24, 2023, 9:05:43 AM"
ETH,Staking reward,0.00001249,,,,"May 24, 2023, 9:34:45 AM"
ETH,Staking reward,0.00000657,,,,"May 24, 2023, 10:04:06 AM"
ETH,Staking reward,0.00000264,,,,"May 24, 2023, 10:31:58 AM"
ETH,Staking reward,0.00001169,,,,"May 24, 2023, 11:02:12 AM"
ETH,Staking reward,0.00001726,,,,"May 24, 2023, 11:47:26 AM"
ETH,Staking reward,0.00004233,,,,"May 24, 2023, 12:29:50 PM"
ETH,Staking reward,0.0000373,,,,"May 24, 2023, 1:07:32 PM"
ETH,Staking reward,0.00002735,,,,"May 24, 2023, 1:46:07 PM"
ETH,Staking reward,0.00002567,,,,"May 24, 2023, 2:23:38 PM"
ETH,Staking reward,0.00001315,,,,"May 24, 2023, 2:58:52 PM"
ETH,Staking reward,0.00002493,,,,"May 24, 2023, 3:33:47 PM"
ETH,Staking reward,0.00002143,,,,"May 24, 2023, 4:08:32 PM"
ETH,Staking reward,0.00002879,,,,"May 24, 2023, 4:45:00 PM"
ETH,Staking reward,0.00001864,,,,"May 24, 2023, 5:19:46 PM"
ETH,Staking reward,0.00000943,,,,"May 24, 2023, 5:54:44 PM"
ETH,Staking reward,0.00001738,,,,"May 25, 2023, 1:26:02 AM"
ETH,Staking reward,0.00037847,,,,"May 25, 2023, 10:02:55 AM"
ETH,Staking reward,0.00044233,,,,"May 25, 2023, 5:39:08 PM"
ETH,Staking reward,0.00011815,,,,"May 25, 2023, 7:11:47 PM"
ETH,Staking reward,0.00011218,,,,"May 25, 2023, 9:15:15 PM"
ETH,Staking reward,0.00010732,,,,"May 25, 2023, 10:53:22 PM"
ETH,Staking reward,0.0000971,,,,"May 26, 2023, 12:30:56 AM"
ETH,Staking reward,0.0000068,,,,"May 26, 2023, 12:58:07 AM"
ETH,Staking reward,0.00010654,,,,"May 26, 2023, 2:13:45 AM"
ETH,Staking reward,0.00010902,,,,"May 26, 2023, 3:56:10 AM"
ETH,Staking reward,0.00010611,,,,"May 26, 2023, 5:42:02 AM"
ETH,Staking reward,0.00010612,,,,"May 26, 2023, 7:28:57 AM"
ETH,Staking reward,0.00010393,,,,"May 26, 2023, 9:13:48 AM"
ETH,Staking reward,0.00011635,,,,"May 26, 2023, 11:01:54 AM"
ETH,Staking reward,0.00013109,,,,"May 26, 2023, 12:51:00 PM"
ETH,Staking reward,0.00011352,,,,"May 26, 2023, 2:45:19 PM"
ETH,Staking reward,0.00011495,,,,"May 26, 2023, 4:39:45 PM"
ETH,Staking reward,0.00011373,,,,"May 26, 2023, 6:35:45 PM"
ETH,Staking reward,0.00011507,,,,"May 26, 2023, 8:28:17 PM"
ETH,Staking reward,0.00010498,,,,"May 26, 2023, 10:22:11 PM"
