Symbol,Type,Quantity,Price,Value,Fees,Date
LINK,Sell,0.57325072,€15.96,€9.15,€0.13,"Jul 29, 2021, 10:56:27 AM"
DOT,Buy,0.03263558,$15.32,$0.50,$0.01,"Jul 30, 2021, 9:14:03 AM"
UNI,Buy,0.02439805,$20.49,$0.50,$0.01,"Jul 30, 2021, 9:18:50 AM"
DOGE,Buy,2.42954324,$0.21,$0.50,$0.01,"Jul 30, 2021, 9:22:48 AM"
ADA,Buy,1.545535,$1.29,$2.00,$0.03,"Jul 30, 2021, 9:28:29 AM"
BCH,Buy,0.00046605,$536.42,$0.25,$0.00,"Jul 30, 2021, 9:28:51 AM"
LTC,Buy,0.00176525,$141.62,$0.25,$0.00,"Jul 30, 2021, 9:34:51 AM"
BTC,Buy,0.00033804,"$39,936.10",$13.50,$0.20,"Jul 30, 2021, 9:37:41 AM"
ETH,Buy,0.00332032,"$2,409.41",$8.00,$0.11,"Jul 30, 2021, 9:49:48 AM"
DOT,Buy,0.03167672,$15.78,$0.50,$0.01,"Jul 31, 2021, 9:06:08 AM"
UNI,Buy,0.0236104,$21.18,$0.50,$0.01,"Jul 31, 2021, 9:08:57 AM"
DOGE,Buy,2.42483026,$0.21,$0.50,$0.01,"Jul 31, 2021, 9:11:01 AM"
ADA,Buy,1.53312,$1.30,$2.00,$0.03,"Jul 31, 2021, 9:14:13 AM"
BCH,Buy,0.00045761,$546.31,$0.25,$0.00,"Jul 31, 2021, 9:14:24 AM"
LTC,Buy,0.00174013,$143.67,$0.25,$0.00,"Jul 31, 2021, 9:17:33 AM"
BTC,Buy,0.00032413,"$41,649.31",$13.50,$0.20,"Jul 31, 2021, 9:19:08 AM"
ETH,Buy,0.00327416,"$2,443.37",$8.00,$0.11,"Jul 31, 2021, 9:25:30 AM"
DOT,Buy,0.02697457,$18.54,$0.50,$0.01,"Aug 1, 2021, 9:10:51 AM"
UNI,Buy,0.02247351,$22.25,$0.50,$0.01,"Aug 1, 2021, 9:13:52 AM"
DOGE,Buy,2.3441,$0.21,$0.50,$0.01,"Aug 1, 2021, 9:16:19 AM"
ADA,Buy,1.462674,$1.37,$2.00,$0.03,"Aug 1, 2021, 9:20:18 AM"
BCH,Buy,0.00045073,$554.65,$0.25,$0.00,"Aug 1, 2021, 9:20:31 AM"
LTC,Buy,0.0016822,$148.61,$0.25,$0.00,"Aug 1, 2021, 9:24:28 AM"
BTC,Buy,0.00032319,"$41,771.09",$13.50,$0.20,"Aug 1, 2021, 9:26:16 AM"
ETH,Buy,0.00307328,"$2,603.08",$8.00,$0.11,"Aug 1, 2021, 9:33:36 AM"
DOT,Buy,0.03995166,$18.77,$0.75,$0.01,"Aug 2, 2021, 9:11:35 AM"
UNI,Buy,0.02223282,$22.49,$0.50,$0.01,"Aug 2, 2021, 9:12:27 AM"
DOGE,Buy,1.1933,$0.21,$0.25,$0.00,"Aug 2, 2021, 9:15:00 AM"
ADA,Buy,1.489428,$1.34,$2.00,$0.03,"Aug 2, 2021, 9:19:53 AM"
BCH,Buy,0.00045233,$552.68,$0.25,$0.00,"Aug 2, 2021, 9:20:10 AM"
LTC,Buy,0.00171881,$145.45,$0.25,$0.00,"Aug 2, 2021, 9:24:26 AM"
BTC,Buy,0.0003352,"$40,273.86",$13.50,$0.20,"Aug 2, 2021, 9:26:33 AM"
ETH,Buy,0.00305112,"$2,621.99",$8.00,$0.11,"Aug 2, 2021, 9:35:40 AM"
BTC,Buy,0.00068715,"$39,292.73",$27.00,$0.40,"Aug 2, 2021, 2:41:18 PM"
DOT,Buy,0.04311037,$17.40,$0.75,$0.01,"Aug 3, 2021, 9:15:29 AM"
UNI,Buy,0.02365099,$21.14,$0.50,$0.01,"Aug 3, 2021, 9:16:20 AM"
DOGE,Buy,1.2569,$0.20,$0.25,$0.00,"Aug 3, 2021, 9:18:52 AM"
ADA,Buy,1.559909,$1.28,$2.00,$0.03,"Aug 3, 2021, 9:23:09 AM"
BCH,Buy,0.00046915,$532.88,$0.25,$0.00,"Aug 3, 2021, 9:23:28 AM"
LTC,Buy,0.00179892,$138.97,$0.25,$0.00,"Aug 3, 2021, 9:27:52 AM"
BTC,Buy,0.00034978,"$38,595.14",$13.50,$0.20,"Aug 3, 2021, 9:30:05 AM"
ETH,Buy,0.00320488,"$2,496.19",$8.00,$0.11,"Aug 3, 2021, 9:38:39 AM"
ETH,Buy,0.00642672,"$2,489.61",$16.00,$0.23,"Aug 3, 2021, 10:01:52 AM"
DOT,Buy,0.28786495,$17.37,$5.00,$0.07,"Aug 3, 2021, 10:02:48 AM"
DOT,Buy,0.04330083,$17.32,$0.75,$0.01,"Aug 4, 2021, 9:17:24 AM"
UNI,Buy,0.02359744,$21.19,$0.50,$0.01,"Aug 4, 2021, 9:18:26 AM"
DOGE,Buy,1.27875,$0.20,$0.25,$0.00,"Aug 4, 2021, 9:21:06 AM"
ADA,Buy,1.502624,$1.33,$2.00,$0.03,"Aug 4, 2021, 9:26:17 AM"
BCH,Buy,0.00047043,$531.42,$0.25,$0.00,"Aug 4, 2021, 9:26:37 AM"
LTC,Buy,0.00182825,$136.74,$0.25,$0.00,"Aug 4, 2021, 9:31:35 AM"
BTC,Buy,0.00035761,"$37,750.09",$13.50,$0.20,"Aug 4, 2021, 9:33:52 AM"
ETH,Buy,0.00322896,"$2,477.58",$8.00,$0.11,"Aug 4, 2021, 9:44:22 AM"
DOT,Buy,0.03958214,$18.95,$0.75,$0.01,"Aug 5, 2021, 9:15:35 AM"
UNI,Buy,0.02147378,$23.28,$0.50,$0.01,"Aug 5, 2021, 9:16:34 AM"
DOGE,Buy,1.257525,$0.20,$0.25,$0.00,"Aug 5, 2021, 9:19:18 AM"
ADA,Buy,1.463915,$1.37,$2.00,$0.03,"Aug 5, 2021, 9:24:48 AM"
BCH,Buy,0.000468,$534.18,$0.25,$0.00,"Aug 5, 2021, 9:25:11 AM"
LTC,Buy,0.00180022,$138.87,$0.25,$0.00,"Aug 5, 2021, 9:30:05 AM"
BTC,Buy,0.00034789,"$38,804.81",$13.50,$0.20,"Aug 5, 2021, 9:32:32 AM"
ETH,Buy,0.00298088,"$2,683.77",$8.00,$0.11,"Aug 5, 2021, 9:41:56 AM"
DOT,Buy,0.03950822,$18.98,$0.75,$0.01,"Aug 6, 2021, 9:12:40 AM"
UNI,Buy,0.01994291,$25.07,$0.50,$0.01,"Aug 6, 2021, 9:13:43 AM"
DOGE,Buy,1.24631464,$0.20,$0.25,$0.00,"Aug 6, 2021, 9:16:45 AM"
ADA,Buy,1.449222,$1.38,$2.00,$0.03,"Aug 6, 2021, 9:21:50 AM"
BCH,Buy,0.0004585,$545.26,$0.25,$0.00,"Aug 6, 2021, 9:22:07 AM"
LTC,Buy,0.00171339,$145.91,$0.25,$0.00,"Aug 6, 2021, 9:26:29 AM"
BTC,Buy,0.00033061,"$40,832.99",$13.50,$0.20,"Aug 6, 2021, 9:28:37 AM"
ETH,Buy,0.00287952,"$2,778.24",$8.00,$0.11,"Aug 6, 2021, 9:37:30 AM"
ETH,Buy,0.02870916,"€2,483.90",€71.31,€1.06,"Aug 6, 2021, 8:38:11 PM"
DOGE,Sell,408.43876,€0.17,€71.38,€1.06,"Aug 6, 2021, 8:38:11 PM"
DOT,Buy,0.03587952,$20.90,$0.75,$0.01,"Aug 7, 2021, 9:15:37 AM"
ETH,Buy,0.00287283,"$2,958.75",$8.50,$0.12,"Aug 7, 2021, 9:16:03 AM"
UNI,Buy,0.0187033,$26.73,$0.50,$0.01,"Aug 7, 2021, 9:16:24 AM"
BCH,Buy,0.0004382,$570.51,$0.25,$0.00,"Aug 7, 2021, 9:22:45 AM"
LTC,Buy,0.00164575,$151.91,$0.25,$0.00,"Aug 7, 2021, 9:26:42 AM"
BTC,Buy,0.00031279,"$43,159.26",$13.50,$0.19,"Aug 7, 2021, 9:28:42 AM"
ADA,Buy,0.871264,$1.43,$1.25,$0.02,"Aug 7, 2021, 9:39:36 AM"
DOT,Buy,0.0358296,$20.93,$0.75,$0.01,"Aug 8, 2021, 9:14:24 AM"
ETH,Buy,0.00267027,"$3,183.19",$8.50,$0.12,"Aug 8, 2021, 9:14:50 AM"
UNI,Buy,0.01747751,$28.61,$0.50,$0.01,"Aug 8, 2021, 9:15:08 AM"
BCH,Buy,0.00042684,$585.70,$0.25,$0.00,"Aug 8, 2021, 9:21:10 AM"
LTC,Buy,0.00158932,$157.30,$0.25,$0.00,"Aug 8, 2021, 9:24:35 AM"
BTC,Buy,0.00029848,"$45,228.40",$13.50,$0.19,"Aug 8, 2021, 9:26:12 AM"
ADA,Buy,0.841869,$1.48,$1.25,$0.02,"Aug 8, 2021, 9:36:08 AM"
DOT,Buy,0.03869678,$19.38,$0.75,$0.01,"Aug 9, 2021, 9:12:59 AM"
ETH,Buy,0.00289629,"$2,934.79",$8.50,$0.12,"Aug 9, 2021, 9:13:33 AM"
UNI,Buy,0.019089,$26.19,$0.50,$0.01,"Aug 9, 2021, 9:13:57 AM"
BCH,Buy,0.00045044,$555.01,$0.25,$0.00,"Aug 9, 2021, 9:22:03 AM"
LTC,Buy,0.00168288,$148.55,$0.25,$0.00,"Aug 9, 2021, 9:26:24 AM"
BTC,Buy,0.00031023,"$43,516.10",$13.50,$0.19,"Aug 9, 2021, 9:28:38 AM"
ADA,Buy,0.880427,$1.42,$1.25,$0.02,"Aug 9, 2021, 9:43:00 AM"
DOT,Buy,0.03680477,$20.38,$0.75,$0.01,"Aug 10, 2021, 9:10:14 AM"
ETH,Buy,0.00272595,"$3,118.18",$8.50,$0.12,"Aug 10, 2021, 9:10:42 AM"
UNI,Buy,0.01716107,$29.14,$0.50,$0.01,"Aug 10, 2021, 9:11:01 AM"
BCH,Buy,0.00042832,$583.67,$0.25,$0.00,"Aug 10, 2021, 9:18:00 AM"
LTC,Buy,0.00152522,$163.91,$0.25,$0.00,"Aug 10, 2021, 9:22:03 AM"
BTC,Buy,0.00029703,"$45,449.32",$13.50,$0.19,"Aug 10, 2021, 9:24:02 AM"
ADA,Buy,0.849273,$1.47,$1.25,$0.02,"Aug 10, 2021, 9:38:28 AM"
DOT,Buy,0.0347374,$21.59,$0.75,$0.01,"Aug 11, 2021, 9:17:19 AM"
ETH,Buy,0.00292315,"$3,249.92",$9.50,$0.14,"Aug 11, 2021, 9:17:27 AM"
UNI,Buy,0.016547,$30.22,$0.50,$0.01,"Aug 11, 2021, 9:18:15 AM"
BCH,Buy,0.00040755,$613.42,$0.25,$0.00,"Aug 11, 2021, 9:25:35 AM"
LTC,Buy,0.00144517,$172.99,$0.25,$0.00,"Aug 11, 2021, 9:29:55 AM"
BTC,Buy,0.00026975,"$46,339.20",$12.50,$0.18,"Aug 11, 2021, 9:41:14 AM"
ADA,Buy,0.706289,$1.77,$1.25,$0.02,"Aug 11, 2021, 9:46:02 AM"
DOT,Buy,0.03538139,$21.20,$0.75,$0.01,"Aug 12, 2021, 9:16:39 AM"
ETH,Buy,0.00302527,"$3,140.21",$9.50,$0.14,"Aug 12, 2021, 9:16:51 AM"
UNI,Buy,0.01750452,$28.56,$0.50,$0.01,"Aug 12, 2021, 9:18:10 AM"
BCH,Buy,0.00040394,$618.90,$0.25,$0.00,"Aug 12, 2021, 9:30:21 AM"
LTC,Buy,0.00147539,$169.45,$0.25,$0.00,"Aug 12, 2021, 9:37:26 AM"
BTC,Buy,0.00027575,"$45,330.92",$12.50,$0.18,"Aug 12, 2021, 9:54:25 AM"
ADA,Buy,0.686183,$1.82,$1.25,$0.02,"Aug 12, 2021, 10:01:00 AM"
DOT,Buy,0.04691291,$21.32,$1.00,$0.01,"Aug 12, 2021, 12:33:30 PM"
BTC,Buy,0.00027216,"$44,091.71",$12.00,$0.17,"Aug 12, 2021, 6:27:02 PM"
ETH,Buy,0.0033364,"$2,997.24",$10.00,$0.15,"Aug 12, 2021, 6:27:24 PM"
ADA,Buy,1.182346,$1.69,$2.00,$0.03,"Aug 12, 2021, 6:27:44 PM"
DOT,Buy,0.24928735,$20.06,$5.00,$0.07,"Aug 12, 2021, 6:28:16 PM"
UNI,Buy,0.07384612,$27.08,$2.00,$0.03,"Aug 12, 2021, 6:28:53 PM"
DOT,Buy,0.03398796,$22.07,$0.75,$0.01,"Aug 13, 2021, 9:20:40 AM"
ETH,Buy,0.00295421,"$3,215.74",$9.50,$0.14,"Aug 13, 2021, 9:20:50 AM"
UNI,Buy,0.01696479,$29.47,$0.50,$0.01,"Aug 13, 2021, 9:21:50 AM"
BCH,Buy,0.00039502,$632.88,$0.25,$0.00,"Aug 13, 2021, 9:31:00 AM"
LTC,Buy,0.00141885,$176.20,$0.25,$0.00,"Aug 13, 2021, 9:37:00 AM"
DOT,Buy,0.04536513,$22.04,$1.00,$0.01,"Aug 13, 2021, 9:48:43 AM"
BTC,Buy,0.00027062,"$46,189.38",$12.50,$0.18,"Aug 13, 2021, 9:50:55 AM"
ADA,Buy,0.632949,$1.97,$1.25,$0.02,"Aug 13, 2021, 9:56:50 AM"
ADA,Buy,0.854716,$2.05,$1.75,$0.02,"Aug 13, 2021, 3:00:55 PM"
BTC,Buy,0.00025776,"$46,554.93",$12.00,$0.17,"Aug 13, 2021, 3:00:59 PM"
DOT,Buy,0.03276976,$22.89,$0.75,$0.01,"Aug 14, 2021, 9:17:34 AM"
ETH,Buy,0.00286586,"$3,314.88",$9.50,$0.14,"Aug 14, 2021, 9:17:45 AM"
UNI,Buy,0.01649579,$30.31,$0.50,$0.01,"Aug 14, 2021, 9:18:49 AM"
BCH,Buy,0.00037462,$667.34,$0.25,$0.00,"Aug 14, 2021, 9:28:30 AM"
LTC,Buy,0.00136248,$183.49,$0.25,$0.00,"Aug 14, 2021, 9:34:02 AM"
ADA,Buy,0.805978,$2.17,$1.75,$0.02,"Aug 14, 2021, 9:40:06 AM"
DOT,Buy,0.04360815,$22.93,$1.00,$0.01,"Aug 14, 2021, 9:45:39 AM"
BTC,Buy,0.00025152,"$47,709.92",$12.00,$0.17,"Aug 14, 2021, 9:50:11 AM"
DOT,Buy,0.03360761,$22.32,$0.75,$0.01,"Aug 15, 2021, 9:20:06 AM"
ETH,Buy,0.00295412,"$3,215.85",$9.50,$0.14,"Aug 15, 2021, 9:20:17 AM"
UNI,Buy,0.01716938,$29.12,$0.50,$0.01,"Aug 15, 2021, 9:21:13 AM"
BCH,Buy,0.00036132,$691.90,$0.25,$0.00,"Aug 15, 2021, 9:30:07 AM"
LTC,Buy,0.00139455,$179.27,$0.25,$0.00,"Aug 15, 2021, 9:35:35 AM"
ADA,Buy,0.83247,$2.10,$1.75,$0.02,"Aug 15, 2021, 9:41:06 AM"
DOT,Buy,0.04528788,$22.08,$1.00,$0.01,"Aug 15, 2021, 9:46:14 AM"
BTC,Buy,0.0002622,"$45,766.59",$12.00,$0.17,"Aug 15, 2021, 9:50:23 AM"
DOT,Buy,0.03091705,$24.26,$0.75,$0.01,"Aug 16, 2021, 9:15:20 AM"
ETH,Buy,0.00289208,"$3,284.83",$9.50,$0.14,"Aug 16, 2021, 9:15:35 AM"
UNI,Buy,0.01634086,$30.60,$0.50,$0.01,"Aug 16, 2021, 9:16:48 AM"
BCH,Buy,0.00035578,$702.67,$0.25,$0.00,"Aug 16, 2021, 9:28:53 AM"
LTC,Buy,0.0013385,$186.78,$0.25,$0.00,"Aug 16, 2021, 9:36:27 AM"
ADA,Buy,0.804869,$2.17,$1.75,$0.02,"Aug 16, 2021, 9:44:37 AM"
DOT,Buy,0.04116118,$24.29,$1.00,$0.01,"Aug 16, 2021, 9:52:12 AM"
BTC,Buy,0.00025332,"$47,370.91",$12.00,$0.17,"Aug 16, 2021, 9:58:46 AM"
DOT,Buy,0.02846701,$26.35,$0.75,$0.01,"Aug 17, 2021, 9:17:19 AM"
ETH,Buy,0.00299696,"$3,169.87",$9.50,$0.14,"Aug 17, 2021, 9:17:29 AM"
UNI,Buy,0.01704449,$29.33,$0.50,$0.01,"Aug 17, 2021, 9:18:32 AM"
BCH,Buy,0.00036889,$677.70,$0.25,$0.00,"Aug 17, 2021, 9:29:41 AM"
LTC,Buy,0.00139905,$178.69,$0.25,$0.00,"Aug 17, 2021, 9:36:23 AM"
ADA,Buy,0.847652,$2.06,$1.75,$0.02,"Aug 17, 2021, 9:43:31 AM"
DOT,Buy,0.03812465,$26.23,$1.00,$0.01,"Aug 17, 2021, 9:49:55 AM"
BTC,Buy,0.00026112,"$45,955.88",$12.00,$0.17,"Aug 17, 2021, 9:55:16 AM"
DOT,Buy,0.03123502,$24.01,$0.75,$0.01,"Aug 18, 2021, 9:12:16 AM"
ETH,Buy,0.00309272,"$3,071.72",$9.50,$0.14,"Aug 18, 2021, 9:12:26 AM"
UNI,Buy,0.01860257,$26.88,$0.50,$0.01,"Aug 18, 2021, 9:13:25 AM"
BCH,Buy,0.00039088,$639.58,$0.25,$0.00,"Aug 18, 2021, 9:22:16 AM"
LTC,Buy,0.00146981,$170.09,$0.25,$0.00,"Aug 18, 2021, 9:27:31 AM"
ADA,Buy,0.873757,$2.00,$1.75,$0.02,"Aug 18, 2021, 9:33:11 AM"
DOT,Buy,0.04200485,$23.81,$1.00,$0.01,"Aug 18, 2021, 9:38:10 AM"
BTC,Buy,0.00026496,"$45,289.86",$12.00,$0.17,"Aug 18, 2021, 9:42:24 AM"
ADA,Buy,0.9836,$2.03,$2.00,$0.03,"Aug 18, 2021, 12:07:48 PM"
DOT,Buy,0.03109044,$24.12,$0.75,$0.01,"Aug 19, 2021, 9:18:04 AM"
ETH,Buy,0.0031672,"$2,999.49",$9.50,$0.14,"Aug 19, 2021, 9:18:12 AM"
UNI,Buy,0.01923635,$25.99,$0.50,$0.01,"Aug 19, 2021, 9:19:05 AM"
ADA,Buy,0.94382,$2.12,$2.00,$0.03,"Aug 19, 2021, 9:27:20 AM"
BCH,Buy,0.00039716,$629.46,$0.25,$0.00,"Aug 19, 2021, 9:27:43 AM"
LTC,Buy,0.00151048,$165.51,$0.25,$0.00,"Aug 19, 2021, 9:32:58 AM"
DOT,Buy,0.04173212,$23.96,$1.00,$0.01,"Aug 19, 2021, 9:43:09 AM"
BTC,Buy,0.00027048,"$44,365.57",$12.00,$0.17,"Aug 19, 2021, 9:46:56 AM"
DOT,Buy,0.02807093,$26.72,$0.75,$0.01,"Aug 20, 2021, 9:11:32 AM"
ETH,Buy,0.00294462,"$3,226.22",$9.50,$0.14,"Aug 20, 2021, 9:11:40 AM"
UNI,Buy,0.01784836,$28.01,$0.50,$0.01,"Aug 20, 2021, 9:12:37 AM"
ADA,Buy,0.80163,$2.49,$2.00,$0.03,"Aug 20, 2021, 9:21:12 AM"
BCH,Buy,0.00037827,$660.89,$0.25,$0.00,"Aug 20, 2021, 9:21:36 AM"
LTC,Buy,0.00141834,$176.26,$0.25,$0.00,"Aug 20, 2021, 9:27:05 AM"
DOT,Buy,0.03780132,$26.45,$1.00,$0.01,"Aug 20, 2021, 9:38:32 AM"
BTC,Buy,0.00025548,"$46,970.41",$12.00,$0.17,"Aug 20, 2021, 9:42:55 AM"
DOT,Buy,0.02582895,$29.04,$0.75,$0.01,"Aug 21, 2021, 9:17:39 AM"
ETH,Buy,0.00288847,"$3,288.93",$9.50,$0.14,"Aug 21, 2021, 9:17:49 AM"
UNI,Buy,0.01698744,$29.43,$0.50,$0.01,"Aug 21, 2021, 9:18:47 AM"
ADA,Buy,0.802743,$2.49,$2.00,$0.03,"Aug 21, 2021, 9:27:39 AM"
BCH,Buy,0.00036151,$691.54,$0.25,$0.00,"Aug 21, 2021, 9:28:00 AM"
LTC,Buy,0.00137009,$182.47,$0.25,$0.00,"Aug 21, 2021, 9:33:13 AM"
DOT,Buy,0.03449431,$28.99,$1.00,$0.01,"Aug 21, 2021, 9:43:53 AM"
BTC,Buy,0.00024504,"$48,971.60",$12.00,$0.17,"Aug 21, 2021, 9:48:03 AM"
SOL,Buy,0.013291,$75.24,$1.00,$0.01,"Aug 21, 2021, 4:48:26 PM"
SOL,Buy,0.026564,$75.29,$2.00,$0.03,"Aug 21, 2021, 4:49:12 PM"
ADA,Buy,0.997772,$2.51,$2.50,$0.03,"Aug 22, 2021, 6:44:17 AM"
DOT,Buy,0.02676684,$28.02,$0.75,$0.01,"Aug 22, 2021, 9:10:14 AM"
ETH,Buy,0.00290738,"$3,267.55",$9.50,$0.14,"Aug 22, 2021, 9:10:22 AM"
UNI,Buy,0.01725315,$28.98,$0.50,$0.01,"Aug 22, 2021, 9:11:14 AM"
BCH,Buy,0.00036206,$690.48,$0.25,$0.00,"Aug 22, 2021, 9:20:13 AM"
LTC,Buy,0.00131962,$189.45,$0.25,$0.00,"Aug 22, 2021, 9:25:06 AM"
SOL,Buy,0.026614,$75.15,$2.00,$0.03,"Aug 22, 2021, 9:33:46 AM"
DOT,Buy,0.03559881,$28.09,$1.00,$0.01,"Aug 22, 2021, 9:34:40 AM"
BTC,Buy,0.0002436,"$49,261.08",$12.00,$0.17,"Aug 22, 2021, 9:38:09 AM"
SOL,Buy,0.013279,$75.31,$1.00,$0.01,"Aug 22, 2021, 9:39:47 AM"
ADA,Buy,0.891351,$2.80,$2.50,$0.03,"Aug 23, 2021, 9:05:50 AM"
DOT,Buy,0.02659455,$28.20,$0.75,$0.01,"Aug 23, 2021, 9:10:36 AM"
ETH,Buy,0.0028519,"$3,331.11",$9.50,$0.14,"Aug 23, 2021, 9:10:46 AM"
UNI,Buy,0.01711583,$29.21,$0.50,$0.01,"Aug 23, 2021, 9:11:51 AM"
BCH,Buy,0.00036637,$682.37,$0.25,$0.00,"Aug 23, 2021, 9:23:30 AM"
LTC,Buy,0.00133721,$186.96,$0.25,$0.00,"Aug 23, 2021, 9:29:53 AM"
SOL,Buy,0.02714,$73.69,$2.00,$0.03,"Aug 23, 2021, 9:41:41 AM"
DOT,Buy,0.03560159,$28.09,$1.00,$0.01,"Aug 23, 2021, 9:42:57 AM"
BTC,Buy,0.00023928,"$50,150.45",$12.00,$0.17,"Aug 23, 2021, 9:47:37 AM"
SOL,Buy,0.013526,$73.93,$1.00,$0.01,"Aug 23, 2021, 9:49:56 AM"
ADA,Buy,0.859796,$2.91,$2.50,$0.03,"Aug 24, 2021, 9:06:27 AM"
DOT,Buy,0.0269679,$27.81,$0.75,$0.01,"Aug 24, 2021, 9:10:49 AM"
ETH,Buy,0.00283071,"$3,356.04",$9.50,$0.14,"Aug 24, 2021, 9:10:58 AM"
UNI,Buy,0.01723497,$29.01,$0.50,$0.01,"Aug 24, 2021, 9:11:51 AM"
BCH,Buy,0.00036616,$682.75,$0.25,$0.00,"Aug 24, 2021, 9:21:56 AM"
LTC,Buy,0.00133024,$187.93,$0.25,$0.00,"Aug 24, 2021, 9:28:10 AM"
SOL,Buy,0.025761,$77.63,$2.00,$0.03,"Aug 24, 2021, 9:39:16 AM"
DOT,Buy,0.0359184,$27.84,$1.00,$0.01,"Aug 24, 2021, 9:40:31 AM"
BTC,Buy,0.00024084,"$49,825.61",$12.00,$0.17,"Aug 24, 2021, 9:44:52 AM"
SOL,Buy,0.012916,$77.42,$1.00,$0.01,"Aug 24, 2021, 9:46:55 AM"
BTC,Buy,0.00049392,"$48,590.86",$24.00,$0.36,"Aug 24, 2021, 3:50:05 PM"
ETH,Buy,0.0061392,"$3,257.75",$20.00,$0.30,"Aug 24, 2021, 3:50:24 PM"
ADA,Buy,5.406679,$2.77,$15.00,$0.22,"Aug 24, 2021, 3:50:45 PM"
DOT,Buy,0.3720864,$26.88,$10.00,$0.15,"Aug 24, 2021, 3:51:10 PM"
SOL,Buy,0.066405,$75.30,$5.00,$0.07,"Aug 24, 2021, 3:51:29 PM"
BTC,Buy,0.00049632,"$48,355.90",$24.00,$0.36,"Aug 25, 2021, 12:54:53 AM"
ETH,Buy,0.0062196,"$3,215.64",$20.00,$0.30,"Aug 25, 2021, 12:55:18 AM"
ADA,Buy,5.336904,$2.81,$15.00,$0.22,"Aug 25, 2021, 12:55:45 AM"
DOT,Buy,0.3874976,$25.81,$10.00,$0.15,"Aug 25, 2021, 12:55:59 AM"
SOL,Buy,0.069262,$72.19,$5.00,$0.07,"Aug 25, 2021, 12:56:16 AM"
ADA,Buy,0.903104,$2.77,$2.50,$0.03,"Aug 25, 2021, 9:07:07 AM"
DOT,Buy,0.0285285,$26.29,$0.75,$0.01,"Aug 25, 2021, 9:12:30 AM"
ETH,Buy,0.00296191,"$3,207.39",$9.50,$0.14,"Aug 25, 2021, 9:12:43 AM"
UNI,Buy,0.01837272,$27.21,$0.50,$0.01,"Aug 25, 2021, 9:13:53 AM"
BCH,Buy,0.00038252,$653.55,$0.25,$0.00,"Aug 25, 2021, 9:25:42 AM"
LTC,Buy,0.0014098,$177.33,$0.25,$0.00,"Aug 25, 2021, 9:33:52 AM"
SOL,Buy,0.02803,$71.35,$2.00,$0.03,"Aug 25, 2021, 9:47:53 AM"
DOT,Buy,0.0385983,$25.91,$1.00,$0.01,"Aug 25, 2021, 9:49:27 AM"
BTC,Buy,0.000249,"$48,192.77",$12.00,$0.17,"Aug 25, 2021, 9:54:52 AM"
SOL,Buy,0.014004,$71.40,$1.00,$0.01,"Aug 25, 2021, 9:57:36 AM"
BTC,Buy,0.0005016,"$47,846.89",$24.00,$0.36,"Aug 25, 2021, 2:58:56 PM"
ETH,Buy,0.0063416,"$3,153.78",$20.00,$0.30,"Aug 25, 2021, 2:59:21 PM"
ADA,Buy,3.685227,$2.71,$10.00,$0.15,"Aug 25, 2021, 2:59:40 PM"
DOT,Buy,0.1968194,$25.40,$5.00,$0.07,"Aug 25, 2021, 2:59:56 PM"
SOL,Buy,0.073689,$67.85,$5.00,$0.07,"Aug 25, 2021, 3:00:16 PM"
ADA,Buy,0.978319,$2.56,$2.50,$0.03,"Aug 26, 2021, 9:06:36 AM"
DOT,Buy,0.03060039,$24.51,$0.75,$0.01,"Aug 26, 2021, 9:11:49 AM"
ETH,Buy,0.00308037,"$3,084.04",$9.50,$0.14,"Aug 26, 2021, 9:11:59 AM"
UNI,Buy,0.01941106,$25.76,$0.50,$0.01,"Aug 26, 2021, 9:13:05 AM"
BCH,Buy,0.00040615,$615.53,$0.25,$0.00,"Aug 26, 2021, 9:23:56 AM"
LTC,Buy,0.00147465,$169.53,$0.25,$0.00,"Aug 26, 2021, 9:30:38 AM"
SOL,Buy,0.029531,$67.72,$2.00,$0.03,"Aug 26, 2021, 9:43:05 AM"
DOT,Buy,0.04026037,$24.84,$1.00,$0.01,"Aug 26, 2021, 9:44:28 AM"
BTC,Buy,0.00025536,"$46,992.48",$12.00,$0.17,"Aug 26, 2021, 9:50:02 AM"
SOL,Buy,0.014773,$67.69,$1.00,$0.01,"Aug 26, 2021, 9:52:49 AM"
BTC,Buy,0.0005088,"$47,169.81",$24.00,$0.36,"Aug 26, 2021, 2:43:46 PM"
ETH,Buy,0.0064256,"$3,112.55",$20.00,$0.30,"Aug 26, 2021, 2:44:03 PM"
ADA,Buy,3.879046,$2.58,$10.00,$0.15,"Aug 26, 2021, 2:44:17 PM"
DOT,Buy,0.2041842,$24.49,$5.00,$0.07,"Aug 26, 2021, 2:44:39 PM"
SOL,Buy,0.073518,$68.01,$5.00,$0.07,"Aug 26, 2021, 2:44:55 PM"
ADA,Buy,3.956886,$2.53,$10.00,$0.15,"Aug 26, 2021, 10:52:39 PM"
DOT,Buy,0.20786015,$24.05,$5.00,$0.07,"Aug 26, 2021, 10:52:57 PM"
ADA,Buy,0.961685,$2.60,$2.50,$0.03,"Aug 27, 2021, 9:11:15 AM"
DOT,Buy,0.03049311,$24.60,$0.75,$0.01,"Aug 27, 2021, 9:18:24 AM"
ETH,Buy,0.00306688,"$3,097.61",$9.50,$0.14,"Aug 27, 2021, 9:18:37 AM"
