Date,Ticker,Type,Quantity,Price per share,Total Amount,Currency,FX Rate
2022-02-04T16:20:00.012952Z,PYPL,BUY - MARKET,0.1,$124.10,$12.41,USD,1.15
2022-02-08T16:50:49.662635Z,,CASH TOP-UP,,,$50,USD,1.15
2022-02-08T16:51:03.347356Z,META,BUY - MARKET,0.2,$222.85,$44.57,USD,1.15
2022-02-08T16:54:29.656095Z,,CASH TOP-UP,,,$100,USD,1.15
2022-02-08T16:54:43.610677Z,TM,BUY - MARKET,0.1,$199.80,$19.98,USD,1.15
2022-02-08T16:55:09.499665Z,BABA,BUY - MARKET,0.1,$121.70,$12.17,USD,1.15
2022-02-08T16:57:34.734688Z,GOOGL,BUY - MARKET,0.01,"$2,781",$27.81,USD,1.15
2022-02-10T05:58:35.082729Z,MA,DIVIDEND,,,$0.73,USD,1.15
2022-02-10T16:47:12.167718Z,TM,BUY - MARKET,0.1,$196.50,$19.65,USD,1.15
2022-02-14T14:43:13.835560Z,,CASH TOP-UP,,,$50,USD,1.14
2022-02-14T14:44:17.819076Z,TM,BUY - MARKET,0.3,$189.33,$56.80,USD,1.14
2022-02-15T06:05:08.876082Z,AAPL,DIVIDEND,,,$1.84,USD,1.14
2022-02-16T18:35:35.172124Z,,CASH TOP-UP,,,$20,USD,1.14
2022-02-16T18:36:10.704148Z,SHOP,BUY - MARKET,0.02,$728.50,$14.57,USD,1.14
2022-02-16T18:38:21.791008Z,TM,BUY - MARKET,0.1,$189.80,$18.98,USD,1.14
2022-02-17T18:22:17.999417Z,,CASH TOP-UP,,,$10,USD,1.14
2022-02-17T18:22:40.394365Z,SHOP,BUY - MARKET,0.02,$680.50,$13.61,USD,1.14
2022-02-18T18:57:15.204542Z,,CASH TOP-UP,,,$50,USD,1.14
2022-02-18T18:58:02.594442Z,META,BUY - MARKET,0.2,$207.10,$41.42,USD,1.14
2022-02-23T19:29:01.543788Z,,CASH TOP-UP,,,$20,USD,1.14
2022-02-23T19:29:19.853365Z,TM,BUY - MARKET,0.1,$185.10,$18.51,USD,1.14
2022-02-23T20:09:11.206051Z,BABA,BUY - MARKET,0.1,$110.10,$11.01,USD,1.14
2022-02-24T17:02:41.345199Z,,CASH TOP-UP,,,$50,USD,1.12
2022-02-24T17:03:44.330143Z,,CASH TOP-UP,,,$10,USD,1.12
2022-02-24T17:03:50.013389Z,TM,BUY - MARKET,0.3,$178.90,$53.67,USD,1.12
2022-02-25T19:29:44.743803Z,,CASH TOP-UP,,,$30,USD,1.13
2022-02-25T19:29:59.386137Z,TSM,BUY - MARKET,0.2,$110.45,$22.09,USD,1.13
2022-02-25T19:30:49.166211Z,BABA,BUY - MARKET,0.1,$107.30,$10.73,USD,1.13
2022-03-01T19:39:07.932648Z,,CASH TOP-UP,,,$50,USD,1.12
2022-03-01T19:39:52.495475Z,GS,BUY - MARKET,0.1,$329.90,$32.99,USD,1.12
2022-03-01T19:40:18.585703Z,,CASH TOP-UP,,,$10,USD,1.12
2022-03-01T19:40:35.221162Z,JPM,BUY - MARKET,0.2,$135.65,$27.13,USD,1.12
2022-03-02T06:00:33.883831Z,V,DIVIDEND,,,$0.93,USD,1.12
2022-03-02T14:10:58.313643Z,,CUSTODY FEE,,,-$1.39,USD,1.11
2022-03-04T17:12:04.135689Z,,CASH TOP-UP,,,$100,USD,1.1
2022-03-04T17:13:07.326679Z,TM,BUY - MARKET,0.5,$170.20,$85.10,USD,1.1
2022-03-07T16:08:09.392837Z,META,BUY - MARKET,0.1,$192.60,$19.26,USD,1.09
2022-03-07T16:08:21.303591Z,,CASH TOP-UP,,,$200,USD,1.09
2022-03-07T16:08:53.689941Z,TM,BUY - MARKET,0.5,$162.16,$81.08,USD,1.09
2022-03-07T16:09:46.688827Z,GOOGL,BUY - MARKET,0.02,"$2,570.50",$51.41,USD,1.09
2022-03-07T16:10:29.998643Z,MSFT,BUY - MARKET,0.1,$282,$28.20,USD,1.09
2022-03-07T16:12:00.727426Z,AAPL,BUY - MARKET,0.2,$163,$32.60,USD,1.09
2022-03-10T15:06:57.219916Z,BABA,BUY - MARKET,0.1,$93.30,$9.33,USD,1.11
2022-03-11T05:42:08.292552Z,MSFT,DIVIDEND,,,$2.37,USD,1.11
2022-03-24T05:30:22.408964Z,BLK,DIVIDEND,,,$3.53,USD,1.1
2022-03-25T05:13:56.566489Z,NVDA,DIVIDEND,,,$0.07,USD,1.11
2022-03-31T04:29:10.752585Z,GS,DIVIDEND,,,$2.55,USD,1.12
2022-04-02T09:17:45.534939Z,,CUSTODY FEE,,,-$1.46,USD,1.11
2022-04-04T04:35:30.462631Z,KO,DIVIDEND,,,$2.62,USD,1.11
2022-04-19T05:17:23.006421Z,TSM,DIVIDEND,,,$1.01,USD,1.08
2022-04-28T16:29:16.416833Z,BKNG,SELL - MARKET,0.17,"$2,290.59",$389.39,USD,1.06
2022-04-28T16:33:59.208050Z,GOOGL,BUY - MARKET,0.1,"$2,341.70",$234.17,USD,1.06
2022-04-28T16:34:49.724462Z,JD,SELL - MARKET,1,$56.72,$56.71,USD,1.06
2022-04-28T16:35:18.330689Z,AAPL,BUY - MARKET,1,$162.45,$162.45,USD,1.06
2022-04-29T14:42:34.173376Z,AMZN,BUY - MARKET,0.02,"$2,532",$50.64,USD,1.06
2022-05-03T05:12:56.956792Z,JPM,DIVIDEND,,,$3.14,USD,1.06
2022-05-03T06:39:07.093430Z,,CUSTODY FEE,,,-$1.24,USD,1.06
2022-05-05T16:55:13.222676Z,PYPL,SELL - MARKET,3.1,$85.89,$266.25,USD,1.06
2022-05-05T16:57:13.264963Z,NFLX,BUY - MARKET,0.1,$190.50,$19.05,USD,1.06
2022-05-05T16:58:48.995266Z,NVDA,BUY - MARKET,0.2,$189.35,$37.87,USD,1.06
2022-05-05T16:59:26.014360Z,TSM,BUY - MARKET,0.3,$92.30,$27.69,USD,1.06
2022-05-05T17:02:06.175141Z,AAPL,BUY - MARKET,1,$157.77,$157.77,USD,1.06
2022-05-05T19:29:02.314934Z,SHOP,SELL - MARKET,0.2,$409.05,$81.80,USD,1.06
2022-05-05T19:30:36.114083Z,,CASH TOP-UP,,,$10,USD,1.06
2022-05-05T19:31:20.755834Z,GOOGL,BUY - MARKET,0.05,"$2,301.20",$115.06,USD,1.06
2022-05-10T06:54:35.306358Z,MA,DIVIDEND,,,$0.73,USD,1.06
2022-05-12T13:43:05.528154Z,COIN,SELL - MARKET,2.6,$43.22,$112.36,USD,1.05
2022-05-12T13:44:48.198961Z,AAPL,BUY - MARKET,0.5,$141.98,$70.99,USD,1.05
2022-05-12T13:45:24.549216Z,MSFT,BUY - MARKET,0.2,$255.50,$51.10,USD,1.05
2022-05-16T04:46:36.443073Z,AAPL,DIVIDEND,,,$2.35,USD,1.05
2022-06-02T04:46:47.057155Z,V,DIVIDEND,,,$0.93,USD,1.07
2022-06-02T07:33:55.224452Z,,CUSTODY FEE,,,-$1.22,USD,1.07
2022-06-06T05:21:50.907762Z,AMZN,STOCK SPLIT,8.74,,$0,USD,1.08
2022-06-08T06:19:47.118211Z,TM,DIVIDEND,,,$4.62,USD,1.07
2022-06-10T04:26:27.896910Z,MSFT,DIVIDEND,,,$2.53,USD,1.07
2022-06-24T04:21:44.525975Z,BLK,DIVIDEND,,,$3.53,USD,1.06
2022-06-30T04:54:00.251346Z,GS,DIVIDEND,,,$2.72,USD,1.05
2022-07-02T04:39:22.028348Z,,CUSTODY FEE,,,-$1.11,USD,1.05
2022-07-05T04:29:46.128682Z,KO,DIVIDEND,,,$2.62,USD,1.05
2022-07-07T05:04:38.935347Z,NVDA,DIVIDEND,,,$0.08,USD,1.03
2022-07-18T04:31:08.508570Z,TSM,DIVIDEND,,,$1.09,USD,1.02
2022-07-18T05:13:05.927026Z,GOOGL,STOCK SPLIT,14.25,,$0,USD,1.02
2022-08-02T09:11:24.706967Z,JPM,DIVIDEND,,,$3.14,USD,1.03
2022-08-02T18:45:57.585860Z,,CUSTODY FEE,,,-$1.23,USD,1.02
2022-08-10T06:02:13.844925Z,MA,DIVIDEND,,,$0.73,USD,1.03
2022-08-16T07:04:48.980955Z,AAPL,DIVIDEND,,,$2.45,USD,1.02
2022-09-02T03:21:55.990470Z,,CUSTODY FEE,,,-$1.17,USD,1
2022-09-02T06:28:02.893738Z,V,DIVIDEND,,,$0.93,USD,1
2022-09-12T05:32:46.547995Z,MSFT,DIVIDEND,,,$2.53,USD,1.01
2022-09-26T04:25:50.193519Z,BLK,DIVIDEND,,,$3.53,USD,0.97
2022-09-30T08:25:34.988249Z,NVDA,DIVIDEND,,,$0.08,USD,0.99
2022-09-30T08:33:15.300835Z,GS,DIVIDEND,,,$3.40,USD,0.99
2022-10-04T05:58:48.981838Z,KO,DIVIDEND,,,$2.62,USD,0.99
2022-10-04T06:57:41.157718Z,,CUSTODY FEE,,,-$1.03,USD,0.99
2022-10-18T05:50:16.476194Z,TSM,DIVIDEND,,,$1.03,USD,0.99
2022-11-01T07:03:58.045387Z,JPM,DIVIDEND,,,$3.14,USD,1
2022-11-02T03:30:18.215416Z,,CUSTODY FEE,,,-$1.07,USD,1
2022-11-10T06:13:29.341071Z,MA,DIVIDEND,,,$0.73,USD,1.01
2022-11-11T10:27:20.035750Z,AAPL,DIVIDEND,,,$2.45,USD,1.03
2022-11-17T14:33:58.364722Z,NVDA,SELL - MARKET,2.2,$158.43,$348.53,USD,1.04
2022-11-17T14:34:47.938110Z,KO,SELL - MARKET,7,$60.38,$422.65,USD,1.04
2022-11-17T15:06:19.447095Z,META,BUY - MARKET,0.1,$110.50,$11.05,USD,1.04
2022-11-21T06:46:50.732022Z,,CASH WITHDRAWAL,,,-$800,USD,1.03
2022-12-02T06:20:52.639347Z,V,DIVIDEND,,,$1.11,USD,1.06
2022-12-02T09:08:49.009860Z,,CUSTODY FEE,,,-$1.06,USD,1.06
2022-12-09T07:35:21.041041Z,TM,DIVIDEND,,,$3.67,USD,1.06
2022-12-09T07:35:26.837785Z,MSFT,DIVIDEND,,,$2.77,USD,1.06
2022-12-27T05:25:05.026535Z,BLK,DIVIDEND,,,$3.53,USD,1.07
2022-12-30T06:58:39.740602Z,GS,DIVIDEND,,,$3.40,USD,1.07
