Date acquired,Date sold,Symbol,Quantity,Cost basis,Gross proceeds,Gross PnL,Fees,Net PnL,Currency
2021-05-28,2022-05-12,ETH,0.00308208,7.88,5.75,-2.13,0.21,-2.34,USD
2021-05-29,2022-05-12,ETH,0.00315993,7.88,5.89,-1.99,0.21,-2.2,USD
2021-05-30,2022-05-12,ETH,0.00321271,7.88,5.99,-1.89,0.21,-2.1,USD
2021-05-31,2022-05-12,ETH,0.00322886,7.88,6.02,-1.86,0.21,-2.07,USD
2021-06-01,2022-05-12,ETH,0.00297492,7.88,5.55,-2.33,0.2,-2.53,USD
2021-06-02,2022-05-12,ETH,0.00290618,7.88,5.42,-2.46,0.2,-2.66,USD
2021-06-03,2022-05-12,ETH,0.00278493,7.88,5.19,-2.69,0.2,-2.89,USD
2021-06-04,2022-05-12,ETH,0.0030058,7.88,5.6,-2.28,0.2,-2.48,USD
2021-06-05,2022-05-12,ETH,0.00282054,7.88,5.26,-2.62,0.2,-2.82,USD
2021-06-06,2022-05-12,ETH,0.00292469,7.88,5.45,-2.43,0.2,-2.63,USD
2021-06-07,2022-05-12,ETH,0.00284765,7.88,5.31,-2.57,0.2,-2.77,USD
2021-06-08,2022-05-12,ETH,0.00312532,7.88,5.83,-2.05,0.21,-2.26,USD
2021-06-09,2022-05-12,ETH,0.00311947,7.88,5.82,-2.06,0.21,-2.27,USD
2021-06-10,2022-05-12,ETH,0.00309672,7.88,5.77,-2.11,0.21,-2.32,USD
2021-06-11,2022-05-12,ETH,0.00322227,7.88,6.01,-1.87,0.21,-2.08,USD
2021-06-12,2022-05-12,ETH,0.00224851,5.01,4.21,-0.8,0.17,-0.97,USD
2021-01-22,2022-05-12,BTC,0.00004222,1.34,1.16,-0.18,0.06,-0.24,USD
2021-01-23,2022-05-12,BTC,0.00037049,11.8,10.14,-1.66,0.52,-2.18,USD
2021-01-24,2022-05-12,BTC,0.00036212,11.8,9.91,-1.89,0.51,-2.4,USD
2021-01-25,2022-05-12,BTC,0.00035129,11.79,9.62,-2.17,0.51,-2.68,USD
2021-01-26,2022-05-12,BTC,0.00037263,11.79,10.2,-1.59,0.52,-2.11,USD
2021-01-27,2022-05-12,BTC,0.00038587,11.73,10.56,-1.17,0.52,-1.69,USD
2021-01-28,2022-05-12,BTC,0.00037689,11.92,10.32,-1.6,0.33,-1.93,USD
2021-01-28,2022-05-12,BTC,0.00015601,4.93,4.27,-0.66,0.14,-0.8,USD
2021-01-29,2022-05-12,BTC,0.00026676,9.85,7.3,-2.55,0.25,-2.8,USD
2021-01-30,2022-05-12,BTC,0.00029229,9.85,8,-1.85,0.26,-2.11,USD
2021-01-31,2022-05-12,BTC,0.00029426,9.85,8.05,-1.8,0.26,-2.06,USD
2021-02-01,2022-05-12,BTC,0.00028718,9.86,7.86,-2,0.26,-2.26,USD
2021-02-02,2022-05-12,BTC,0.00028188,9.86,7.72,-2.14,0.26,-2.4,USD
2021-02-03,2022-05-12,BTC,0.00026729,9.86,7.32,-2.54,0.25,-2.79,USD
2021-02-04,2022-05-12,BTC,0.00026235,9.84,7.18,-2.66,0.26,-2.92,USD
2021-02-05,2022-05-12,BTC,0.00026157,9.84,7.16,-2.68,0.26,-2.94,USD
2021-02-06,2022-05-12,BTC,0.00024442,9.86,6.69,-3.17,0.24,-3.41,USD
2021-02-07,2022-05-12,BTC,0.00025142,9.86,6.88,-2.98,0.25,-3.23,USD
2021-02-08,2022-05-12,BTC,0.00024866,9.86,6.81,-3.05,0.24,-3.29,USD
2021-02-09,2022-05-12,BTC,0.00020962,9.86,5.74,-4.12,0.23,-4.35,USD
2021-02-10,2022-05-12,BTC,0.00021267,9.85,5.82,-4.03,0.23,-4.26,USD
2021-02-11,2022-05-12,BTC,0.00020606,9.85,5.64,-4.21,0.23,-4.44,USD
2021-02-12,2022-05-12,BTC,0.00020666,9.86,5.66,-4.2,0.23,-4.43,USD
2021-02-13,2022-05-12,BTC,0.0002107,9.86,5.77,-4.09,0.23,-4.32,USD
2021-02-14,2022-05-12,BTC,0.00020035,9.85,5.48,-4.37,0.23,-4.6,USD
2021-02-15,2022-05-12,BTC,0.00020567,9.85,5.63,-4.22,0.23,-4.45,USD
2021-02-16,2022-05-12,BTC,0.00020211,9.85,5.53,-4.32,0.23,-4.55,USD
2021-02-17,2022-05-12,BTC,0.00019169,9.86,5.25,-4.61,0.22,-4.83,USD
2021-02-18,2022-05-12,BTC,0.00019228,9.86,5.26,-4.6,0.22,-4.82,USD
2021-02-19,2022-05-12,BTC,0.00018734,9.85,5.13,-4.72,0.22,-4.94,USD
2021-02-20,2022-05-12,BTC,0.00017433,9.85,4.77,-5.08,0.22,-5.3,USD
2021-02-21,2022-05-12,BTC,0.00017207,9.86,4.71,-5.15,0.21,-5.36,USD
2021-02-22,2022-05-12,BTC,0.00018172,9.85,4.97,-4.88,0.22,-5.1,USD
2021-02-23,2022-05-12,BTC,0.00021187,9.85,5.8,-4.05,0.23,-4.28,USD
2021-02-24,2022-05-12,BTC,0.00019472,9.85,5.33,-4.52,0.22,-4.74,USD
2021-02-25,2022-05-12,BTC,0.0001948,9.85,5.33,-4.52,0.23,-4.75,USD
2021-02-26,2022-05-12,BTC,0.00021119,9.85,5.78,-4.07,0.23,-4.3,USD
2021-02-27,2022-05-12,BTC,0.00020765,9.86,5.68,-4.18,0.23,-4.41,USD
2021-02-28,2022-05-12,BTC,0.00021662,9.86,5.93,-3.93,0.23,-4.16,USD
2021-03-01,2022-05-12,BTC,0.00020539,9.86,5.62,-4.24,0.23,-4.47,USD
2021-03-02,2022-05-12,BTC,0.00030031,14.77,8.22,-6.55,0.35,-6.9,USD
2021-03-03,2022-05-12,BTC,0.00028582,14.77,7.82,-6.95,0.34,-7.29,USD
2021-03-04,2022-05-12,BTC,0.00029927,14.77,8.19,-6.58,0.35,-6.93,USD
2021-03-05,2022-05-12,BTC,0.00030921,14.77,8.46,-6.31,0.35,-6.66,USD
2021-03-06,2022-05-12,BTC,0.00030833,14.77,8.44,-6.33,0.35,-6.68,USD
2021-03-07,2022-05-12,BTC,0.0002906,14.77,7.95,-6.82,0.34,-7.16,USD
2021-03-08,2022-05-12,BTC,0.00029313,14.77,8.02,-6.75,0.34,-7.09,USD
2021-03-09,2022-05-12,BTC,0.00027229,14.77,7.45,-7.32,0.34,-7.66,USD
2021-03-10,2022-05-12,BTC,0.00026801,14.77,7.34,-7.43,0.33,-7.76,USD
2021-03-12,2022-05-12,BTC,0.00026135,14.77,7.15,-7.62,0.33,-7.95,USD
2021-03-13,2022-05-12,BTC,0.00024686,14.77,6.76,-8.01,0.33,-8.34,USD
2021-03-14,2022-05-12,BTC,0.00024465,14.77,6.7,-8.07,0.33,-8.4,USD
2021-03-15,2022-05-12,BTC,0.00026563,14.77,7.27,-7.5,0.33,-7.83,USD
2021-03-16,2022-05-12,BTC,0.00026725,14.77,7.32,-7.45,0.33,-7.78,USD
2021-03-17,2022-05-12,BTC,0.0002606,14.77,7.13,-7.64,0.33,-7.97,USD
2021-03-18,2022-05-12,BTC,0.00025559,14.77,7,-7.77,0.33,-8.1,USD
2021-03-19,2022-05-12,BTC,0.00025368,14.77,6.94,-7.83,0.33,-8.16,USD
2021-03-20,2022-05-12,BTC,0.00024806,14.77,6.79,-7.98,0.33,-8.31,USD
2021-03-21,2022-05-12,BTC,0.00025869,14.77,7.08,-7.69,0.33,-8.02,USD
2021-03-22,2022-05-12,BTC,0.00025899,14.77,7.09,-7.68,0.33,-8.01,USD
2021-03-23,2022-05-12,BTC,0.00026727,14.77,7.32,-7.45,0.33,-7.78,USD
2021-03-24,2022-05-12,BTC,0.00026256,14.78,7.19,-7.59,0.33,-7.92,USD
2021-03-25,2022-05-12,BTC,0.00028148,14.78,7.7,-7.08,0.34,-7.42,USD
2021-03-26,2022-05-12,BTC,0.00027602,14.78,7.56,-7.22,0.34,-7.56,USD
2021-03-27,2022-05-12,BTC,0.00026863,14.78,7.35,-7.43,0.33,-7.76,USD
2021-03-28,2022-05-12,BTC,0.00026435,14.78,7.24,-7.54,0.33,-7.87,USD
2021-03-30,2022-05-12,BTC,0.00025446,14.78,6.97,-7.81,0.33,-8.14,USD
2021-03-31,2022-05-12,BTC,0.00024796,14.78,6.79,-7.99,0.32,-8.31,USD
2021-04-01,2022-05-12,BTC,0.00025136,14.78,6.88,-7.9,0.32,-8.22,USD
2021-04-02,2022-05-12,BTC,0.0002478,14.78,6.78,-8,0.32,-8.32,USD
2021-04-03,2022-05-12,BTC,0.00024884,14.78,6.81,-7.97,0.32,-8.29,USD
2021-04-04,2022-05-12,BTC,0.00025667,14.78,7.03,-7.75,0.33,-8.08,USD
2021-04-05,2022-05-12,BTC,0.00025815,14.78,7.07,-7.71,0.33,-8.04,USD
2021-04-06,2022-05-12,BTC,0.00025134,14.78,6.88,-7.9,0.33,-8.23,USD
2021-04-07,2022-05-12,BTC,0.00025531,14.77,6.99,-7.78,0.33,-8.11,USD
2021-04-08,2022-05-12,BTC,0.0002584,14.77,7.07,-7.7,0.33,-8.03,USD
2021-04-09,2022-05-12,BTC,0.0002553,14.77,6.99,-7.78,0.33,-8.11,USD
2021-04-10,2022-05-12,BTC,0.00024363,14.77,6.67,-8.1,0.32,-8.42,USD
2021-04-11,2022-05-12,BTC,0.0002485,14.77,6.8,-7.97,0.33,-8.3,USD
2021-04-12,2022-05-12,BTC,0.00024245,14.77,6.64,-8.13,0.32,-8.45,USD
2021-04-13,2022-05-12,BTC,0.00024348,14.77,6.66,-8.11,0.32,-8.43,USD
2021-04-14,2022-05-12,BTC,0.00030477,19.7,8.34,-11.36,0.42,-11.78,USD
2021-04-16,2022-05-12,BTC,0.00032191,19.7,8.81,-10.89,0.43,-11.32,USD
2021-04-17,2022-05-12,BTC,0.0003158,19.7,8.64,-11.06,0.43,-11.49,USD
2021-04-18,2022-05-12,BTC,0.00034988,19.7,9.58,-10.12,0.44,-10.56,USD
2021-04-19,2022-05-12,BTC,0.00034338,19.7,9.4,-10.3,0.44,-10.74,USD
2021-04-19,2022-05-12,BTC,0.00945427,529.06,258.78,-270.28,11.88,-282.16,USD
2021-04-19,2022-05-12,BTC,0.00558833,312.6,152.95,-159.65,7.04,-166.69,USD
2021-04-19,2022-12-27,BTC,0.0027415,153.33,45.51,-107.82,3,-110.82,USD
2021-04-19,2022-12-27,BTC,0.00047261,26.43,7.84,-18.59,0.51,-19.1,USD
2021-04-20,2022-12-27,BTC,0.00036364,19.7,6.04,-13.66,0.39,-14.05,USD
2021-04-21,2022-12-27,BTC,0.0003544,19.7,5.88,-13.82,0.39,-14.21,USD
2021-04-23,2022-12-27,BTC,0.0003995,19.7,6.63,-13.07,0.4,-13.47,USD
2021-04-24,2022-12-27,BTC,0.00039553,19.7,6.57,-13.13,0.4,-13.53,USD
2021-04-25,2022-12-27,BTC,0.0003973,19.7,6.59,-13.11,0.4,-13.51,USD
2021-04-26,2022-12-27,BTC,0.00018676,9.86,3.1,-6.76,0.19,-6.95,USD
2021-04-27,2022-12-27,BTC,0.00017986,9.86,2.99,-6.87,0.19,-7.06,USD
2021-04-28,2022-12-27,BTC,0.00018124,9.86,3.01,-6.85,0.19,-7.04,USD
2021-04-30,2022-12-27,BTC,0.00018104,9.86,3.01,-6.85,0.19,-7.04,USD
2021-05-01,2022-12-27,BTC,0.00016972,9.86,2.82,-7.04,0.19,-7.23,USD
2021-05-02,2022-12-27,BTC,0.00017406,9.86,2.89,-6.97,0.19,-7.16,USD
2021-05-03,2022-12-27,BTC,0.00016755,9.86,2.78,-7.08,0.19,-7.27,USD
2021-05-04,2022-12-27,BTC,0.00017544,9.86,2.91,-6.95,0.19,-7.14,USD
2021-05-05,2022-12-27,BTC,0.00018025,9.84,2.99,-6.85,0.2,-7.05,USD
2021-05-07,2022-12-27,BTC,0.00017612,9.86,2.92,-6.94,0.19,-7.13,USD
2021-05-08,2022-12-27,BTC,0.0001693,9.85,2.81,-7.04,0.19,-7.23,USD
2021-05-09,2022-12-27,BTC,0.00016979,9.85,2.82,-7.03,0.19,-7.22,USD
2021-05-10,2022-12-27,BTC,0.00016753,9.85,2.78,-7.07,0.19,-7.26,USD
2021-05-11,2022-12-27,BTC,0.00017728,9.85,2.94,-6.91,0.19,-7.1,USD
2021-05-12,2022-12-27,BTC,0.00017196,9.85,2.85,-7,0.19,-7.19,USD
2021-05-14,2022-12-27,BTC,0.000197,9.85,3.27,-6.58,0.19,-6.77,USD
2021-05-15,2022-12-27,BTC,0.00020123,9.85,3.34,-6.51,0.19,-6.7,USD
2021-05-16,2022-12-27,BTC,0.00020113,9.85,3.34,-6.51,0.19,-6.7,USD
2021-05-17,2022-12-27,BTC,0.00021966,9.85,3.65,-6.2,0.2,-6.4,USD
2021-05-18,2022-12-27,BTC,0.00021816,9.85,3.62,-6.23,0.2,-6.43,USD
2021-05-19,2022-12-27,BTC,0.00024988,9.85,4.15,-5.7,0.21,-5.91,USD
2021-05-20,2022-12-27,BTC,0.00024191,9.85,4.02,-5.83,0.21,-6.04,USD
2021-05-21,2022-12-27,BTC,0.00024742,9.85,4.11,-5.74,0.21,-5.95,USD
2021-05-22,2022-12-27,BTC,0.00027158,9.85,4.51,-5.34,0.21,-5.55,USD
2021-05-23,2022-12-27,BTC,0.00027217,9.85,4.52,-5.33,0.21,-5.54,USD
2021-05-24,2022-12-27,BTC,0.00040351,14.78,6.7,-8.08,0.32,-8.4,USD
2021-05-24,2022-12-27,BTC,0.00027068,9.85,4.49,-5.36,0.21,-5.57,USD
2021-05-24,2022-12-27,BTC,0.00078865,29.55,13.09,-16.46,0.64,-17.1,USD
2021-05-25,2022-12-27,BTC,0.00025352,9.85,4.21,-5.64,0.21,-5.85,USD
2021-05-26,2022-12-27,BTC,0.00024318,9.85,4.04,-5.81,0.21,-6.02,USD
2021-05-27,2022-12-27,BTC,0.0002557,9.85,4.24,-5.61,0.21,-5.82,USD
2021-05-28,2022-12-27,BTC,0.00026783,9.85,4.45,-5.4,0.21,-5.61,USD
2021-05-29,2022-12-27,BTC,0.0002699,9.85,4.48,-5.37,0.21,-5.58,USD
2021-05-30,2022-12-27,BTC,0.00027463,9.85,4.56,-5.29,0.21,-5.5,USD
2021-05-31,2022-12-27,BTC,0.00027472,9.85,4.56,-5.29,0.21,-5.5,USD
2021-06-01,2022-12-27,BTC,0.00026831,9.85,4.45,-5.4,0.21,-5.61,USD
2021-06-02,2022-12-27,BTC,0.00011416,4.32,1.88,-2.44,0.07,-2.51,USD
2021-06-12,2022-12-27,ETH,0.00114197,2.65,1.38,-1.27,0.06,-1.33,USD
2021-06-13,2022-12-27,ETH,0.00337503,7.88,4.07,-3.81,0.18,-3.99,USD
2021-06-14,2022-12-27,ETH,0.00315186,7.88,3.8,-4.08,0.18,-4.26,USD
2021-06-15,2022-12-27,ETH,0.00301656,7.88,3.63,-4.25,0.17,-4.42,USD
2021-06-16,2022-12-27,ETH,0.00310297,7.88,3.74,-4.14,0.18,-4.32,USD
2021-06-17,2022-12-27,ETH,0.00320456,7.88,3.86,-4.02,0.18,-4.2,USD
2021-06-18,2022-12-27,ETH,0.0033573,7.88,4.04,-3.84,0.18,-4.02,USD
2021-06-18,2022-12-27,ETH,0.0026191,5.91,3.15,-2.76,0.14,-2.9,USD
2021-06-19,2022-12-27,ETH,0.00263973,5.91,3.18,-2.73,0.14,-2.87,USD
2021-06-20,2022-12-27,ETH,0.0026888,5.91,3.24,-2.67,0.14,-2.81,USD
2021-06-21,2022-12-27,ETH,0.00292798,5.9,3.53,-2.37,0.15,-2.52,USD
2021-06-21,2022-12-27,ETH,0.00589316,11.82,7.1,-4.72,0.28,-5,USD
2021-06-21,2022-12-27,ETH,0.00611643,11.82,7.37,-4.45,0.29,-4.74,USD
2021-06-22,2022-12-27,ETH,0.00303581,5.9,3.66,-2.24,0.15,-2.39,USD
2021-06-22,2022-12-27,ETH,0.0062573,11.82,7.54,-4.28,0.29,-4.57,USD
2021-06-22,2022-12-27,ETH,0.00654738,11.82,7.89,-3.93,0.29,-4.22,USD
2021-06-22,2022-12-27,ETH,0.00682889,11.82,8.23,-3.59,0.3,-3.89,USD
2021-06-23,2022-12-27,ETH,0.00291868,5.9,3.52,-2.38,0.15,-2.53,USD
2021-06-24,2022-12-27,ETH,0.00304508,5.9,3.67,-2.23,0.15,-2.38,USD
2021-06-25,2022-12-27,ETH,0.00305782,5.9,3.68,-2.22,0.15,-2.37,USD
2021-06-26,2022-12-27,ETH,0.00335319,5.9,4.04,-1.86,0.15,-2.01,USD
2021-06-27,2022-12-27,ETH,0.00315704,5.9,3.8,-2.1,0.15,-2.25,USD
2021-06-28,2022-12-27,ETH,0.00287006,5.9,3.46,-2.44,0.15,-2.59,USD
2021-06-29,2022-12-27,ETH,0.00277138,5.9,3.34,-2.56,0.14,-2.7,USD
2021-06-30,2022-12-27,ETH,0.0027311,5.9,3.29,-2.61,0.14,-2.75,USD
2021-07-01,2022-12-27,ETH,0.00273773,5.91,3.3,-2.61,0.14,-2.75,USD
2021-07-02,2022-12-27,ETH,0.0028796,5.91,3.47,-2.44,0.15,-2.59,USD
2021-07-03,2022-12-27,ETH,0.00271424,5.91,3.27,-2.64,0.14,-2.78,USD
2021-07-04,2022-12-27,ETH,0.00252876,5.91,3.05,-2.86,0.14,-3,USD
2021-07-05,2022-12-27,ETH,0.00259404,5.91,3.12,-2.79,0.14,-2.93,USD
2021-07-06,2022-12-27,ETH,0.00253538,5.91,3.05,-2.86,0.14,-3,USD
2021-07-06,2022-12-27,ETH,0.00343286,7.88,4.13,-3.75,0.18,-3.93,USD
2021-07-07,2022-12-27,ETH,0.00329699,7.88,3.97,-3.91,0.18,-4.09,USD
2021-07-08,2022-12-27,ETH,0.00360151,7.88,4.34,-3.54,0.18,-3.72,USD
2021-07-09,2022-12-27,ETH,0.00371299,7.88,4.47,-3.41,0.18,-3.59,USD
2021-07-10,2022-12-27,ETH,0.00372154,7.88,4.48,-3.4,0.18,-3.58,USD
2021-07-11,2022-12-27,ETH,0.003757,7.88,4.53,-3.35,0.19,-3.54,USD
2021-07-12,2022-12-27,ETH,0.00367065,7.88,4.42,-3.46,0.18,-3.64,USD
2021-07-13,2022-12-27,ETH,0.0038855,7.88,4.68,-3.2,0.19,-3.39,USD
2021-07-14,2022-12-27,ETH,0.00413985,7.88,4.99,-2.89,0.19,-3.08,USD
2021-07-15,2022-12-27,ETH,0.00402923,7.88,4.85,-3.03,0.19,-3.22,USD
2021-07-16,2022-12-27,ETH,0.00415247,7.88,5,-2.88,0.19,-3.07,USD
2021-07-17,2022-12-27,ETH,0.00418534,7.88,5.04,-2.84,0.19,-3.03,USD
2021-07-18,2022-12-27,ETH,0.00401895,7.88,4.84,-3.04,0.19,-3.23,USD
2021-07-19,2022-12-27,ETH,0.00415406,7.88,5,-2.88,0.19,-3.07,USD
2021-07-20,2022-12-27,ETH,0.00447093,7.88,5.39,-2.49,0.2,-2.69,USD
2021-07-20,2022-12-27,ETH,0.01355046,23.63,16.32,-7.31,0.61,-7.92,USD
2021-07-21,2022-12-27,ETH,0.00358494,6.76,4.29,-2.47,0.17,-2.64,USD
2021-06-02,2023-11-13,BTC,0.00014992,5.59,5.41,-0.18,0.14,-0.32,USD
2021-06-03,2023-11-13,BTC,0.00025492,9.85,9.21,-0.64,0.24,-0.88,USD
2021-06-04,2023-11-13,BTC,0.00026844,9.85,9.7,-0.15,0.24,-0.39,USD
2021-06-05,2023-11-13,BTC,0.00026035,9.85,9.4,-0.45,0.24,-0.69,USD
2021-06-06,2023-11-13,BTC,0.00027385,9.85,9.89,0.04,0.24,-0.2,USD
2021-06-07,2023-11-13,BTC,0.00027247,9.85,9.84,-0.01,0.24,-0.25,USD
2021-06-08,2023-11-13,BTC,0.0002973,9.85,10.74,0.89,0.25,0.64,USD
2021-06-09,2023-11-13,BTC,0.00028774,9.85,10.39,0.54,0.25,0.29,USD
2021-06-10,2023-11-13,BTC,0.00026754,9.85,9.66,-0.19,0.24,-0.43,USD
2021-06-11,2023-11-13,BTC,0.00026517,9.85,9.58,-0.27,0.24,-0.51,USD
2021-06-12,2023-11-13,BTC,0.0002783,9.85,10.05,0.2,0.24,-0.04,USD
2021-06-13,2023-11-13,BTC,0.0002785,9.85,10.06,0.21,0.24,-0.03,USD
2021-06-14,2023-11-13,BTC,0.00024824,9.85,8.97,-0.88,0.23,-1.11,USD
2021-06-15,2023-11-13,BTC,0.00029344,11.82,10.6,-1.22,0.29,-1.51,USD
2021-06-16,2023-11-13,BTC,0.0002938,11.82,10.61,-1.21,0.29,-1.5,USD
2021-06-17,2023-11-13,BTC,0.00030037,11.82,10.85,-0.97,0.29,-1.26,USD
2021-06-18,2023-11-13,BTC,0.00031292,11.82,11.3,-0.52,0.29,-0.81,USD
2021-06-18,2023-11-13,BTC,0.00040158,14.77,14.5,-0.27,0.37,-0.64,USD
2021-06-19,2023-11-13,BTC,0.00041355,14.77,14.94,0.17,0.37,-0.2,USD
2021-06-20,2023-11-13,BTC,0.00041517,14.77,14.99,0.22,0.37,-0.15,USD
2021-06-21,2023-11-13,BTC,0.00044945,14.77,16.23,1.46,0.38,1.08,USD
2021-06-21,2023-11-13,BTC,0.00089795,29.55,32.43,2.88,0.77,2.11,USD
2021-06-21,2023-11-13,BTC,0.00091449,29.55,33.03,3.48,0.78,2.7,USD
2021-06-22,2023-11-13,BTC,0.00044972,14.77,16.24,1.47,0.39,1.08,USD
2021-06-22,2023-11-13,BTC,0.00093284,29.55,33.69,4.14,0.78,3.36,USD
2021-06-22,2023-11-13,BTC,0.00098573,29.55,35.6,6.05,0.8,5.25,USD
2021-06-22,2023-11-13,BTC,0.00100728,29.55,36.38,6.83,0.81,6.02,USD
2021-06-23,2023-11-13,BTC,0.00043508,14.77,15.71,0.94,0.38,0.56,USD
2021-06-24,2023-11-13,BTC,0.00044778,14.77,16.17,1.4,0.39,1.01,USD
2021-06-25,2023-11-13,BTC,0.0004302,14.77,15.54,0.77,0.38,0.39,USD
2021-06-26,2023-11-13,BTC,0.00046669,14.77,16.86,2.09,0.39,1.7,USD
2021-06-27,2023-11-13,BTC,0.00044557,14.77,16.09,1.32,0.38,0.94,USD
2021-06-28,2023-11-13,BTC,0.00042784,14.77,15.45,0.68,0.38,0.3,USD
2021-06-29,2023-11-13,BTC,0.00041795,14.77,15.1,0.33,0.37,-0.04,USD
2021-06-30,2023-11-13,BTC,0.000062,2.26,2.25,-0.01,0.05,-0.06,USD
2021-06-30,2024-03-01,BTC,0.00035995,12.6,21.99,9.39,0.41,8.98,USD
2021-07-01,2024-03-01,BTC,0.00043956,14.78,26.86,12.08,0.49,11.59,USD
2021-07-02,2024-03-01,BTC,0.00044651,14.78,27.28,12.5,0.49,12.01,USD
2021-07-03,2024-03-01,BTC,0.00043881,14.77,26.81,12.04,0.49,11.55,USD
2021-07-04,2024-03-01,BTC,0.0004165,14.77,25.45,10.68,0.47,10.21,USD
2021-07-06,2024-03-01,BTC,0.0004255,14.77,26,11.23,0.48,10.75,USD
2021-07-06,2024-03-01,BTC,0.00034676,11.82,21.19,9.37,0.38,8.99,USD
2021-07-07,2024-03-01,BTC,0.00033908,11.82,20.72,8.9,0.38,8.52,USD
2021-07-08,2024-03-01,BTC,0.00036226,11.82,22.13,10.31,0.39,9.92,USD
2021-07-09,2024-03-01,BTC,0.00035917,11.82,21.94,10.12,0.39,9.73,USD
2021-07-10,2024-03-01,BTC,0.00035052,11.82,21.42,9.6,0.39,9.21,USD
2021-07-11,2024-03-01,BTC,0.00035301,11.82,21.57,9.75,0.39,9.36,USD
2021-07-12,2024-03-01,BTC,0.00034461,11.82,21.06,9.24,0.38,8.86,USD
2021-07-13,2024-03-01,BTC,0.00035621,11.82,21.76,9.94,0.39,9.55,USD
2021-07-14,2024-03-01,BTC,0.00036972,11.82,22.59,10.77,0.4,10.37,USD
2021-07-15,2024-03-01,BTC,0.00036402,11.82,22.24,10.42,0.4,10.02,USD
2021-07-16,2024-03-01,BTC,0.00037172,11.82,22.71,10.89,0.4,10.49,USD
2021-07-17,2024-03-01,BTC,0.00037479,11.82,22.9,11.08,0.4,10.68,USD
2021-07-18,2024-03-01,BTC,0.00037065,11.82,22.65,10.83,0.4,10.43,USD
2021-07-19,2024-03-01,BTC,0.0003735,11.82,22.82,11,0.4,10.6,USD
2021-07-20,2024-03-01,BTC,0.00039679,11.82,24.24,12.42,0.41,12.01,USD
2021-07-20,2024-03-01,BTC,0.00079484,23.63,48.56,24.93,0.84,24.09,USD
2021-07-21,2024-03-01,BTC,0.00038345,11.82,23.43,11.61,0.41,11.2,USD
2021-07-22,2024-03-01,BTC,0.00036723,11.82,22.44,10.62,0.4,10.22,USD
2021-07-23,2024-03-01,BTC,0.00036381,11.82,22.23,10.41,0.39,10.02,USD
2021-07-24,2024-03-01,BTC,0.00034939,11.82,21.35,9.53,0.39,9.14,USD
2021-07-25,2024-03-01,BTC,0.00033993,11.82,20.77,8.95,0.38,8.57,USD
2021-07-26,2024-03-01,BTC,0.00030906,11.82,18.88,7.06,0.36,6.7,USD
2021-07-27,2024-03-01,BTC,0.00031876,11.82,19.48,7.66,0.37,7.29,USD
2021-07-28,2024-03-01,BTC,0.00033462,13.3,20.44,7.14,0.4,6.74,USD
2021-07-28,2024-03-01,BTC,0.00143174,57.2,87.48,30.28,1.73,28.55,USD
2021-07-28,2024-03-01,BTC,0.00155842,62.34,95.22,32.88,1.88,31,USD
2021-07-28,2024-03-01,BTC,0.00201804,80.51,123.29,42.78,2.44,40.34,USD
2021-07-21,2024-03-08,ETH,0.00062074,1.16,2.41,1.25,0.04,1.21,USD
2021-07-22,2024-03-08,ETH,0.00392912,7.88,15.27,7.39,0.27,7.12,USD
2021-07-23,2024-03-08,ETH,0.00381777,7.88,14.84,6.96,0.26,6.7,USD
2021-07-24,2024-03-08,ETH,0.00370156,7.88,14.39,6.51,0.26,6.25,USD
2021-07-25,2024-03-08,ETH,0.00360359,7.88,14.01,6.13,0.25,5.88,USD
2021-07-26,2024-03-08,ETH,0.00337653,7.88,13.12,5.24,0.25,4.99,USD
2021-07-27,2024-03-08,ETH,0.00358933,7.88,13.95,6.07,0.25,5.82,USD
2021-07-28,2024-03-08,ETH,0.00343189,7.88,13.34,5.46,0.25,5.21,USD
2021-07-29,2024-03-08,ETH,0.00342894,7.88,13.33,5.45,0.25,5.2,USD
2021-07-30,2024-03-08,ETH,0.00327097,7.88,12.71,4.83,0.24,4.59,USD
2021-07-31,2024-03-08,ETH,0.00322559,7.88,12.54,4.66,0.24,4.42,USD
2021-08-01,2024-03-08,ETH,0.00302769,7.88,11.77,3.89,0.23,3.66,USD
2021-08-02,2024-03-08,ETH,0.00300581,7.88,11.68,3.8,0.23,3.57,USD
2021-08-03,2024-03-08,ETH,0.00315729,7.88,12.27,4.39,0.24,4.15,USD
2021-08-03,2024-03-08,ETH,0.00633133,15.76,24.61,8.85,0.48,8.37,USD
2021-08-04,2024-03-08,ETH,0.00318106,7.88,12.36,4.48,0.24,4.24,USD
2021-08-05,2024-03-08,ETH,0.00293676,7.88,11.42,3.54,0.23,3.31,USD
2021-08-06,2024-03-08,ETH,0.00283696,7.88,11.03,3.15,0.23,2.92,USD
2021-08-06,2024-03-08,ETH,0.02827839,82.59,109.92,27.33,2.34,24.99,USD
2021-08-07,2024-03-08,ETH,0.00282913,8.37,11,2.63,0.24,2.39,USD
2021-08-08,2024-03-08,ETH,0.00262965,8.37,10.22,1.85,0.23,1.62,USD
2021-08-09,2024-03-08,ETH,0.00285224,8.37,11.09,2.72,0.24,2.48,USD
2021-08-10,2024-03-08,ETH,0.00268454,8.37,10.43,2.06,0.23,1.83,USD
2021-08-11,2024-03-08,ETH,0.00287993,9.36,11.19,1.83,0.25,1.58,USD
