Date acquired,Date sold,Symbol,Quantity,Cost basis,Gross proceeds,Gross PnL,Fees,Net PnL,Currency
2021-10-31,2022-05-09,DOT,0.0141338,0.59,0.17,-0.42,0.01,-0.43,USD
2021-10-31,2022-05-09,DOT,0.0236919,0.99,0.28,-0.71,0.02,-0.73,USD
2021-11-01,2022-05-09,DOT,0.01355553,0.59,0.16,-0.43,0.01,-0.44,USD
2021-11-01,2022-05-09,DOT,0.02225766,0.99,0.27,-0.72,0.02,-0.74,USD
2021-11-02,2022-05-09,DOT,0.01207814,0.59,0.14,-0.45,0.01,-0.46,USD
2021-11-02,2022-05-09,DOT,0.02006065,0.99,0.24,-0.75,0.02,-0.77,USD
2021-11-03,2022-05-09,DOT,0.01148404,0.59,0.14,-0.45,0.01,-0.46,USD
2021-11-03,2022-05-09,DOT,0.01924,0.99,0.23,-0.76,0.02,-0.78,USD
2021-11-04,2022-05-09,DOT,0.01108811,0.59,0.13,-0.46,0.01,-0.47,USD
2021-11-04,2022-05-09,DOT,0.01881152,0.99,0.23,-0.76,0.01,-0.77,USD
2021-11-05,2022-05-09,DOT,0.01114038,0.59,0.13,-0.46,0.01,-0.47,USD
2021-11-05,2022-05-09,DOT,0.01872753,0.99,0.22,-0.77,0.01,-0.78,USD
2021-11-06,2022-05-09,DOT,0.01159368,0.59,0.14,-0.45,0.01,-0.46,USD
2021-11-06,2022-05-09,DOT,0.01943708,0.99,0.23,-0.76,0.02,-0.78,USD
2021-11-07,2022-05-09,DOT,0.01103008,0.59,0.13,-0.46,0.01,-0.47,USD
2021-11-07,2022-05-09,DOT,0.01862101,0.99,0.22,-0.77,0.01,-0.78,USD
2021-11-08,2022-05-09,DOT,0.01116389,0.59,0.13,-0.46,0.01,-0.47,USD
2021-11-08,2022-05-09,DOT,0.01881433,0.99,0.23,-0.76,0.01,-0.77,USD
2021-11-09,2022-05-09,DOT,0.01114217,0.59,0.13,-0.46,0.01,-0.47,USD
2021-11-09,2022-05-09,DOT,0.01874638,0.99,0.22,-0.77,0.01,-0.78,USD
2021-11-10,2022-05-09,DOT,0.01140893,0.59,0.14,-0.45,0.01,-0.46,USD
2021-11-10,2022-05-09,DOT,0.0192413,0.99,0.23,-0.76,0.02,-0.78,USD
2021-11-11,2022-05-09,DOT,0.01205696,0.59,0.14,-0.45,0.01,-0.46,USD
2021-11-11,2022-05-09,DOT,0.02025226,0.99,0.24,-0.75,0.02,-0.77,USD
2021-11-12,2022-05-09,DOT,0.01260955,0.59,0.15,-0.44,0.01,-0.45,USD
2021-11-12,2022-05-09,DOT,0.02121237,0.99,0.25,-0.74,0.02,-0.76,USD
2021-11-13,2022-05-09,DOT,0.01275466,0.59,0.15,-0.44,0.01,-0.45,USD
2021-11-13,2022-05-09,DOT,0.02148621,0.99,0.26,-0.73,0.02,-0.75,USD
2021-11-14,2022-05-09,DOT,0.01277064,0.59,0.15,-0.44,0.01,-0.45,USD
2021-11-14,2022-05-09,DOT,0.02146051,0.99,0.26,-0.73,0.02,-0.75,USD
2021-11-14,2022-05-09,DOT,0.01072656,0.49,0.13,-0.36,0.01,-0.37,USD
2021-11-15,2022-05-09,DOT,0.01056205,0.49,0.13,-0.36,0.01,-0.37,USD
2021-11-16,2022-05-09,DOT,0.01151812,0.49,0.14,-0.35,0.01,-0.36,USD
2021-11-17,2022-05-09,DOT,0.01214015,0.49,0.15,-0.34,0.01,-0.35,USD
2021-11-18,2022-05-09,DOT,0.01191903,0.49,0.14,-0.35,0.01,-0.36,USD
2021-11-19,2022-05-09,DOT,0.01219941,0.49,0.15,-0.34,0.01,-0.35,USD
2021-11-20,2022-05-09,DOT,0.01178282,0.49,0.14,-0.35,0.01,-0.36,USD
2021-11-21,2022-05-09,DOT,0.01198845,0.49,0.14,-0.35,0.01,-0.36,USD
2021-11-22,2022-05-09,DOT,0.01219934,0.49,0.15,-0.34,0.01,-0.35,USD
2021-11-23,2022-05-09,DOT,0.01253258,0.49,0.15,-0.34,0.01,-0.35,USD
2021-11-24,2022-05-09,DOT,0.0123332,0.49,0.15,-0.34,0.01,-0.35,USD
2021-11-25,2022-05-09,DOT,0.01252338,0.49,0.15,-0.34,0.01,-0.35,USD
2021-11-26,2022-05-09,DOT,0.01326017,0.49,0.16,-0.33,0.01,-0.34,USD
2021-11-27,2022-05-09,DOT,0.01385086,0.49,0.17,-0.32,0.01,-0.33,USD
2021-11-28,2022-05-09,DOT,0.01447751,0.49,0.17,-0.32,0.01,-0.33,USD
2021-11-29,2022-05-09,DOT,0.01353818,0.49,0.16,-0.33,0.01,-0.34,USD
2021-11-30,2022-05-09,DOT,0.01370209,0.49,0.16,-0.33,0.01,-0.34,USD
2021-12-01,2022-05-09,DOT,0.0130284,0.49,0.16,-0.33,0.01,-0.34,USD
2021-12-02,2022-05-09,DOT,0.01357479,0.49,0.16,-0.33,0.01,-0.34,USD
2021-12-03,2022-05-09,DOT,0.01361612,0.49,0.16,-0.33,0.01,-0.34,USD
2021-12-04,2022-05-09,DOT,0.01721161,0.49,0.21,-0.28,0.01,-0.29,USD
2021-12-05,2022-05-09,DOT,0.01706722,0.49,0.2,-0.29,0.01,-0.3,USD
2021-12-06,2022-05-09,DOT,0.01845668,0.49,0.22,-0.27,0.01,-0.28,USD
2021-12-07,2022-05-09,DOT,0.01703572,0.49,0.2,-0.29,0.01,-0.3,USD
2021-12-08,2022-05-09,DOT,0.01658195,0.49,0.2,-0.29,0.01,-0.3,USD
2021-12-09,2022-05-09,DOT,0.01697608,0.49,0.2,-0.29,0.01,-0.3,USD
2021-12-10,2022-05-09,DOT,0.0184292,0.49,0.22,-0.27,0.01,-0.28,USD
2021-12-11,2022-05-09,DOT,0.01766285,0.49,0.21,-0.28,0.01,-0.29,USD
2021-12-12,2022-05-09,DOT,0.01764345,0.49,0.21,-0.28,0.01,-0.29,USD
2021-12-13,2022-05-09,DOT,0.01739905,0.49,0.21,-0.28,0.01,-0.29,USD
2021-12-14,2022-05-09,DOT,0.01877807,0.49,0.22,-0.27,0.01,-0.28,USD
2021-12-15,2022-05-09,DOT,0.01851335,0.49,0.22,-0.27,0.01,-0.28,USD
2021-12-16,2022-05-09,DOT,0.0181749,0.49,0.22,-0.27,0.01,-0.28,USD
2021-12-17,2022-05-09,DOT,0.01918819,0.49,0.23,-0.26,0.01,-0.27,USD
2021-12-18,2022-05-09,DOT,0.01944374,0.49,0.23,-0.26,0.01,-0.27,USD
2021-12-19,2022-05-09,DOT,0.01919939,0.49,0.23,-0.26,0.01,-0.27,USD
2021-12-20,2022-05-09,DOT,0.01998311,0.49,0.24,-0.25,0.01,-0.26,USD
2021-12-21,2022-05-09,DOT,0.01986055,0.49,0.24,-0.25,0.01,-0.26,USD
2021-12-22,2022-05-09,DOT,0.018635,0.49,0.22,-0.27,0.01,-0.28,USD
2021-12-23,2022-05-09,DOT,0.01786578,0.49,0.21,-0.28,0.01,-0.29,USD
2021-12-24,2022-05-09,DOT,0.01671235,0.49,0.2,-0.29,0.01,-0.3,USD
2021-12-25,2022-05-09,DOT,0.01706437,0.49,0.2,-0.29,0.01,-0.3,USD
2021-12-26,2022-05-09,DOT,0.01705394,0.49,0.2,-0.29,0.01,-0.3,USD
2021-12-27,2022-05-09,DOT,0.0154739,0.49,0.19,-0.3,0.01,-0.31,USD
2021-12-28,2022-05-09,DOT,0.01677489,0.49,0.2,-0.29,0.01,-0.3,USD
2021-12-29,2022-05-09,DOT,0.01737692,0.49,0.21,-0.28,0.01,-0.29,USD
2021-12-30,2022-05-09,DOT,0.017738,0.49,0.21,-0.28,0.01,-0.29,USD
2021-12-31,2022-05-09,DOT,0.01814681,0.49,0.22,-0.27,0.01,-0.28,USD
2022-01-01,2022-05-09,DOT,0.01788831,0.49,0.21,-0.28,0.01,-0.29,USD
2022-01-02,2022-05-09,DOT,0.01729565,0.49,0.21,-0.28,0.01,-0.29,USD
2022-01-03,2022-05-09,DOT,0.01690933,0.49,0.2,-0.29,0.01,-0.3,USD
2022-01-04,2022-05-09,DOT,0.0163698,0.49,0.2,-0.29,0.01,-0.3,USD
2022-01-05,2022-05-09,DOT,0.01652795,0.49,0.2,-0.29,0.01,-0.3,USD
2022-01-06,2022-05-09,DOT,0.01865085,0.49,0.22,-0.27,0.01,-0.28,USD
2022-01-07,2022-05-09,DOT,0.01951993,0.49,0.23,-0.26,0.01,-0.27,USD
2022-01-08,2022-05-09,DOT,0.01924944,0.49,0.23,-0.26,0.01,-0.27,USD
2022-01-09,2022-05-09,DOT,0.02018017,0.49,0.24,-0.25,0.01,-0.26,USD
2022-01-10,2022-05-09,DOT,0.01962855,0.49,0.23,-0.26,0.01,-0.27,USD
2022-01-11,2022-05-09,DOT,0.01999194,0.49,0.24,-0.25,0.01,-0.26,USD
2022-01-12,2022-05-09,DOT,0.01883139,0.49,0.23,-0.26,0.01,-0.27,USD
2022-01-13,2022-05-09,DOT,0.01802797,0.49,0.22,-0.27,0.01,-0.28,USD
2022-01-14,2022-05-09,DOT,0.01837323,0.49,0.22,-0.27,0.01,-0.28,USD
2022-01-15,2022-05-09,DOT,0.01788959,0.49,0.21,-0.28,0.01,-0.29,USD
2022-01-16,2022-05-09,DOT,0.01721912,0.49,0.21,-0.28,0.01,-0.29,USD
2022-01-17,2022-05-09,DOT,0.01830573,0.49,0.22,-0.27,0.01,-0.28,USD
2022-01-18,2022-05-09,DOT,0.01950356,0.49,0.23,-0.26,0.01,-0.27,USD
2022-01-19,2022-05-09,DOT,0.02041333,0.49,0.24,-0.25,0.01,-0.26,USD
2022-01-20,2022-05-09,DOT,0.01993682,0.49,0.24,-0.25,0.01,-0.26,USD
2022-01-21,2022-05-09,DOT,0.02168483,0.49,0.26,-0.23,0.02,-0.25,USD
2022-01-22,2022-05-09,DOT,0.02741181,0.49,0.33,-0.16,0.02,-0.18,USD
2022-01-23,2022-05-09,DOT,0.02606908,0.49,0.31,-0.18,0.02,-0.2,USD
2022-01-24,2022-05-09,DOT,0.0281723,0.49,0.34,-0.15,0.02,-0.17,USD
2022-01-25,2022-05-09,DOT,0.0271571,0.49,0.33,-0.16,0.02,-0.18,USD
2022-01-26,2022-05-09,DOT,0.02600977,0.49,0.31,-0.18,0.02,-0.2,USD
2022-01-27,2022-05-09,DOT,0.02779366,0.49,0.33,-0.16,0.02,-0.18,USD
2022-01-28,2022-05-09,DOT,0.02750259,0.49,0.33,-0.16,0.02,-0.18,USD
2022-01-29,2022-05-09,DOT,0.02611595,0.49,0.31,-0.18,0.02,-0.2,USD
2022-01-30,2022-05-09,DOT,0.02588484,0.49,0.31,-0.18,0.02,-0.2,USD
2022-01-31,2022-05-09,DOT,0.02786004,0.49,0.33,-0.16,0.02,-0.18,USD
2022-02-01,2022-05-09,DOT,0.0251926,0.49,0.3,-0.19,0.02,-0.21,USD
2022-02-02,2022-05-09,DOT,0.02424778,0.49,0.29,-0.2,0.02,-0.22,USD
2022-02-03,2022-05-09,DOT,0.02616288,0.49,0.31,-0.18,0.02,-0.2,USD
2022-02-04,2022-05-09,DOT,0.02518618,0.49,0.3,-0.19,0.02,-0.21,USD
2022-02-05,2022-05-09,DOT,0.0223514,0.49,0.27,-0.22,0.02,-0.24,USD
2022-02-06,2022-05-09,DOT,0.02277995,0.49,0.27,-0.22,0.02,-0.24,USD
2022-02-07,2022-05-09,DOT,0.02195319,0.49,0.26,-0.23,0.02,-0.25,USD
2022-02-08,2022-05-09,DOT,0.02228286,0.49,0.27,-0.22,0.02,-0.24,USD
2022-02-09,2022-05-09,DOT,0.02271222,0.49,0.27,-0.22,0.02,-0.24,USD
2022-02-10,2022-05-09,DOT,0.02239326,0.49,0.27,-0.22,0.02,-0.24,USD
2022-02-11,2022-05-09,DOT,0.02364215,0.49,0.28,-0.21,0.02,-0.23,USD
2022-02-12,2022-05-09,DOT,0.02577567,0.49,0.31,-0.18,0.02,-0.2,USD
2022-02-13,2022-05-09,DOT,0.0256205,0.49,0.31,-0.18,0.02,-0.2,USD
2022-02-14,2022-05-09,DOT,0.02641133,0.49,0.32,-0.17,0.02,-0.19,USD
2022-02-15,2022-05-09,DOT,0.02503591,0.49,0.3,-0.19,0.02,-0.21,USD
2022-02-16,2022-05-09,DOT,0.02450726,0.49,0.29,-0.2,0.02,-0.22,USD
2022-02-18,2022-05-09,DOT,0.01354139,0.25,0.16,-0.09,0,-0.09,USD
2022-02-19,2022-05-09,DOT,0.0138564,0.25,0.17,-0.08,0,-0.08,USD
2022-02-20,2022-05-09,DOT,0.01486601,0.25,0.18,-0.07,0,-0.07,USD
2022-02-21,2022-05-09,DOT,0.01416686,0.25,0.17,-0.08,0,-0.08,USD
2022-02-22,2022-05-09,DOT,0.01557844,0.25,0.19,-0.06,0,-0.06,USD
2022-02-23,2022-05-09,DOT,0.01470781,0.25,0.18,-0.07,0,-0.07,USD
2022-02-24,2022-05-09,DOT,0.01727,0.25,0.21,-0.04,0,-0.04,USD
2022-02-25,2022-05-09,DOT,0.0155425,0.25,0.19,-0.06,0,-0.06,USD
2022-02-26,2022-05-09,DOT,0.01374784,0.25,0.16,-0.09,0,-0.09,USD
2022-02-27,2022-05-09,DOT,0.01404353,0.25,0.17,-0.08,0,-0.08,USD
2022-02-28,2022-05-09,DOT,0.01453488,0.25,0.17,-0.08,0,-0.08,USD
2022-03-01,2022-05-09,DOT,0.01329405,0.25,0.16,-0.09,0,-0.09,USD
2022-03-02,2022-05-09,DOT,0.0132264,0.25,0.16,-0.09,0,-0.09,USD
2022-03-03,2022-05-09,DOT,0.01361114,0.25,0.16,-0.09,0,-0.09,USD
2022-03-04,2022-05-09,DOT,0.01437121,0.25,0.17,-0.08,0,-0.08,USD
2022-03-05,2022-05-09,DOT,0.01487335,0.25,0.18,-0.07,0,-0.07,USD
2022-03-06,2022-05-09,DOT,0.01471293,0.25,0.18,-0.07,0,-0.07,USD
2022-03-07,2022-05-09,DOT,0.01527176,0.25,0.18,-0.07,0,-0.07,USD
2022-03-08,2022-05-09,DOT,0.01495215,0.25,0.18,-0.07,0,-0.07,USD
2022-03-09,2022-05-09,DOT,0.01401885,0.25,0.17,-0.08,0,-0.08,USD
2022-03-10,2022-05-09,DOT,0.01475792,0.25,0.18,-0.07,0,-0.07,USD
2022-03-11,2022-05-09,DOT,0.01409467,0.25,0.17,-0.08,0,-0.08,USD
2022-03-12,2022-05-09,DOT,0.01372318,0.25,0.16,-0.09,0,-0.09,USD
2022-03-13,2022-05-09,DOT,0.0138075,0.25,0.17,-0.08,0,-0.08,USD
2022-03-14,2022-05-09,DOT,0.01404985,0.25,0.17,-0.08,0,-0.08,USD
2022-03-15,2022-05-09,DOT,0.0145472,0.25,0.17,-0.08,0,-0.08,USD
2022-03-16,2022-05-09,DOT,0.01363104,0.25,0.16,-0.09,0,-0.09,USD
2022-03-17,2022-05-09,DOT,0.01314057,0.25,0.16,-0.09,0,-0.09,USD
2022-03-18,2022-05-09,DOT,0.01353769,0.25,0.16,-0.09,0,-0.09,USD
2022-03-20,2022-05-09,DOT,0.07180381,1.38,0.86,-0.52,0.03,-0.55,USD
2022-03-27,2022-05-09,DOT,0.06513331,1.38,0.78,-0.6,0.03,-0.63,USD
2022-04-03,2022-05-09,DOT,0.05976706,1.38,0.72,-0.66,0.03,-0.69,USD
2022-04-10,2022-05-09,DOT,0.06977022,1.38,0.84,-0.54,0.03,-0.57,USD
2022-04-17,2022-05-09,DOT,0.07424017,1.38,0.89,-0.49,0.03,-0.52,USD
2022-04-24,2022-05-09,DOT,0.07260717,1.38,0.87,-0.51,0.03,-0.54,USD
2022-04-27,2022-05-09,DOT,0.06188988,0,0.74,0.74,0.01,0.73,USD
2022-04-27,2022-05-09,DOT,0.06182219,0,0.74,0.74,0.01,0.73,USD
2022-04-27,2022-05-09,DOT,0.06179223,0,0.74,0.74,0.01,0.73,USD
2022-04-27,2022-05-09,DOT,0.06223852,0,0.75,0.75,0.01,0.74,USD
2022-04-27,2022-05-09,DOT,0.09324383,0,1.12,1.12,0.02,1.1,USD
2022-04-27,2022-05-09,DOT,0.09317549,0,1.12,1.12,0.02,1.1,USD
2022-04-27,2022-05-09,DOT,0.09314433,0,1.11,1.11,0.02,1.09,USD
2022-04-27,2022-05-09,DOT,0.09307158,0,1.11,1.11,0.02,1.09,USD
2022-04-27,2022-05-09,DOT,0.0929502,0,1.11,1.11,0.02,1.09,USD
2022-05-01,2022-05-09,DOT,0.0923117,1.38,1.11,-0.27,0.04,-0.31,USD
2022-05-08,2022-05-09,DOT,0.10136855,1.38,1.18,-0.2,0.03,-0.23,USD
2021-01-20,2022-05-12,ETH,0.00228132,2.95,4.25,1.3,0.15,1.15,USD
2021-01-21,2022-05-12,ETH,0.00487683,5.9,9.09,3.19,0.3,2.89,USD
2021-01-22,2022-05-12,ETH,0.0048761,5.91,9.09,3.18,0.31,2.87,USD
2021-01-23,2022-05-12,ETH,0.00481174,5.91,8.97,3.06,0.3,2.76,USD
2021-01-24,2022-05-12,ETH,0.00444345,5.91,8.29,2.38,0.29,2.09,USD
2021-01-25,2022-05-12,ETH,0.00413176,5.91,7.7,1.79,0.28,1.51,USD
2021-01-26,2022-05-12,ETH,0.00457198,5.91,8.52,2.61,0.3,2.31,USD
2021-01-27,2022-05-12,ETH,0.00466507,5.86,8.7,2.84,0.32,2.52,USD
2021-01-28,2022-05-12,ETH,0.00451844,5.95,8.42,2.47,0.22,2.25,USD
2021-01-28,2022-05-12,ETH,0.00373132,4.93,6.96,2.03,0.18,1.85,USD
2021-01-29,2022-05-12,ETH,0.00347607,4.93,6.48,1.55,0.17,1.38,USD
2021-01-30,2022-05-12,ETH,0.00367577,4.93,6.85,1.92,0.17,1.75,USD
2021-01-31,2022-05-12,ETH,0.00364542,4.93,6.8,1.87,0.17,1.7,USD
2021-02-01,2022-05-12,ETH,0.00368251,4.93,6.87,1.94,0.17,1.77,USD
2021-02-02,2022-05-12,ETH,0.00346268,4.93,6.46,1.53,0.17,1.36,USD
2021-02-03,2022-05-12,ETH,0.00303937,4.93,5.67,0.74,0.16,0.58,USD
2021-02-04,2022-05-12,ETH,0.00302811,4.93,5.65,0.72,0.16,0.56,USD
2021-02-05,2022-05-12,ETH,0.00295847,4.93,5.52,0.59,0.15,0.44,USD
2021-02-06,2022-05-12,ETH,0.00293048,4.93,5.46,0.53,0.15,0.38,USD
2021-02-07,2022-05-12,ETH,0.00302785,4.93,5.65,0.72,0.16,0.56,USD
2021-02-08,2022-05-12,ETH,0.00295523,4.93,5.51,0.58,0.15,0.43,USD
2021-02-09,2022-05-12,ETH,0.00280075,4.93,5.22,0.29,0.15,0.14,USD
2021-02-10,2022-05-12,ETH,0.00278846,4.93,5.2,0.27,0.15,0.12,USD
2021-02-11,2022-05-12,ETH,0.00272546,4.93,5.08,0.15,0.15,0,USD
2021-02-12,2022-05-12,ETH,0.00277426,4.93,5.17,0.24,0.15,0.09,USD
2021-02-13,2022-05-12,ETH,0.00274565,4.93,5.12,0.19,0.15,0.04,USD
2021-02-14,2022-05-12,ETH,0.00267701,4.93,4.99,0.06,0.15,-0.09,USD
2021-02-15,2022-05-12,ETH,0.00275375,4.93,5.13,0.2,0.15,0.05,USD
2021-02-16,2022-05-12,ETH,0.00275874,4.93,5.14,0.21,0.15,0.06,USD
2021-02-17,2022-05-12,ETH,0.00271942,4.93,5.07,0.14,0.15,-0.01,USD
2021-02-18,2022-05-12,ETH,0.00259902,4.93,4.85,-0.08,0.14,-0.22,USD
2021-02-19,2022-05-12,ETH,0.00255195,4.93,4.76,-0.17,0.14,-0.31,USD
2021-02-20,2022-05-12,ETH,0.00244524,4.93,4.56,-0.37,0.14,-0.51,USD
2021-02-21,2022-05-12,ETH,0.00250604,4.93,4.67,-0.26,0.14,-0.4,USD
2021-02-22,2022-05-12,ETH,0.00277259,4.93,5.17,0.24,0.15,0.09,USD
2021-02-23,2022-05-12,ETH,0.00334146,4.93,6.23,1.3,0.17,1.13,USD
2021-02-25,2022-05-12,ETH,0.00609728,9.85,11.37,1.52,0.31,1.21,USD
2021-02-26,2022-05-12,ETH,0.00660727,9.85,12.32,2.47,0.33,2.14,USD
2021-02-27,2022-05-12,ETH,0.00665422,9.86,12.41,2.55,0.33,2.22,USD
2021-02-28,2022-05-12,ETH,0.00721656,9.86,13.46,3.6,0.34,3.26,USD
2021-03-01,2022-05-12,ETH,0.00646748,9.86,12.06,2.2,0.32,1.88,USD
2021-03-02,2022-05-12,ETH,0.0062765,9.86,11.7,1.84,0.32,1.52,USD
2021-03-03,2022-05-12,ETH,0.00614219,9.86,11.45,1.59,0.31,1.28,USD
2021-03-04,2022-05-12,ETH,0.00628026,9.86,11.71,1.85,0.32,1.53,USD
2021-03-05,2022-05-12,ETH,0.0066894,9.84,12.47,2.63,0.34,2.29,USD
2021-03-06,2022-05-12,ETH,0.00633795,9.85,11.82,1.97,0.33,1.64,USD
2021-03-07,2022-05-12,ETH,0.00588016,9.85,10.96,1.11,0.32,0.79,USD
2021-03-08,2022-05-12,ETH,0.00572229,9.85,10.67,0.82,0.31,0.51,USD
2021-03-09,2022-05-12,ETH,0.00539644,9.85,10.06,0.21,0.3,-0.09,USD
2021-03-10,2022-05-12,ETH,0.00543065,9.85,10.13,0.28,0.3,-0.02,USD
2021-03-12,2022-05-12,ETH,0.00556183,9.84,10.37,0.53,0.31,0.22,USD
2021-03-13,2022-05-12,ETH,0.00522645,9.84,9.75,-0.09,0.3,-0.39,USD
2021-03-14,2022-05-12,ETH,0.00523807,9.84,9.77,-0.07,0.3,-0.37,USD
2021-03-15,2022-05-12,ETH,0.00561258,9.84,10.47,0.63,0.31,0.32,USD
2021-03-16,2022-05-12,ETH,0.00551168,9.84,10.28,0.44,0.31,0.13,USD
2021-03-23,2022-05-12,ETH,0.00573359,9.85,10.69,0.84,0.31,0.53,USD
2021-03-24,2022-05-12,ETH,0.00574912,9.85,10.72,0.87,0.31,0.56,USD
2021-03-25,2022-05-12,ETH,0.00618811,9.85,11.54,1.69,0.32,1.37,USD
2021-03-26,2022-05-12,ETH,0.00602051,9.85,11.23,1.38,0.32,1.06,USD
2021-03-27,2022-05-12,ETH,0.00584504,9.85,10.9,1.05,0.31,0.74,USD
2021-03-28,2022-05-12,ETH,0.00576439,9.85,10.75,0.9,0.31,0.59,USD
2021-03-30,2022-05-12,ETH,0.00540718,9.85,10.08,0.23,0.3,-0.07,USD
2021-03-31,2022-05-12,ETH,0.00532767,9.85,9.93,0.08,0.3,-0.22,USD
2021-04-01,2022-05-12,ETH,0.00510883,9.85,9.53,-0.32,0.29,-0.61,USD
2021-04-02,2022-05-12,ETH,0.00491057,9.85,9.16,-0.69,0.29,-0.98,USD
2021-04-03,2022-05-12,ETH,0.00466283,9.85,8.69,-1.16,0.28,-1.44,USD
2021-04-04,2022-05-12,ETH,0.00487041,9.85,9.08,-0.77,0.29,-1.06,USD
2021-04-05,2022-05-12,ETH,0.00486654,9.85,9.07,-0.78,0.29,-1.07,USD
2021-04-06,2022-05-12,ETH,0.00464144,9.85,8.65,-1.2,0.28,-1.48,USD
2021-04-07,2022-05-12,ETH,0.00473184,9.85,8.82,-1.03,0.28,-1.31,USD
2021-04-08,2022-05-12,ETH,0.00487454,9.85,9.09,-0.76,0.29,-1.05,USD
2021-04-09,2022-05-12,ETH,0.0047376,9.85,8.83,-1.02,0.29,-1.31,USD
2021-04-10,2022-05-12,ETH,0.00454728,9.85,8.48,-1.37,0.28,-1.65,USD
2021-04-11,2022-05-12,ETH,0.00462337,9.85,8.62,-1.23,0.28,-1.51,USD
2021-04-12,2022-05-12,ETH,0.0044958,9.85,8.38,-1.47,0.28,-1.75,USD
2021-04-13,2022-05-12,ETH,0.00455787,9.85,8.5,-1.35,0.28,-1.63,USD
2021-04-14,2022-05-12,ETH,0.00660603,15.76,12.32,-3.44,0.42,-3.86,USD
2021-04-16,2022-05-12,ETH,0.00647432,15.76,12.07,-3.69,0.42,-4.11,USD
2021-04-17,2022-05-12,ETH,0.00640977,15.76,11.95,-3.81,0.42,-4.23,USD
2021-04-18,2022-05-12,ETH,0.00706745,15.76,13.18,-2.58,0.43,-3.01,USD
2021-04-19,2022-05-12,ETH,0.00694762,15.76,12.95,-2.81,0.43,-3.24,USD
2021-04-20,2022-05-12,ETH,0.00759987,15.76,14.17,-1.59,0.45,-2.04,USD
2021-04-21,2022-05-12,ETH,0.00687069,15.76,12.81,-2.95,0.43,-3.38,USD
2021-04-23,2022-05-12,ETH,0.00734712,15.76,13.7,-2.06,0.44,-2.5,USD
2021-04-24,2022-05-12,ETH,0.00692616,15.76,12.91,-2.85,0.43,-3.28,USD
2021-04-25,2022-05-12,ETH,0.00720381,15.76,13.43,-2.33,0.44,-2.77,USD
2021-04-26,2022-05-12,ETH,0.00318655,7.88,5.94,-1.94,0.21,-2.15,USD
2021-04-27,2022-05-12,ETH,0.00308311,7.88,5.75,-2.13,0.21,-2.34,USD
2021-04-28,2022-05-12,ETH,0.00300593,7.88,5.6,-2.28,0.2,-2.48,USD
2021-04-30,2022-05-12,ETH,0.00283408,7.88,5.28,-2.6,0.2,-2.8,USD
2021-05-01,2022-05-12,ETH,0.00275636,7.88,5.14,-2.74,0.2,-2.94,USD
2021-05-02,2022-05-12,ETH,0.00271861,7.88,5.07,-2.81,0.2,-3.01,USD
2021-05-03,2022-05-12,ETH,0.00250336,7.88,4.67,-3.21,0.19,-3.4,USD
2021-05-04,2022-05-12,ETH,0.00236508,7.88,4.41,-3.47,0.19,-3.66,USD
2021-05-05,2022-05-12,ETH,0.00235182,7.88,4.39,-3.49,0.18,-3.67,USD
2021-05-07,2022-05-12,ETH,0.00228294,7.88,4.26,-3.62,0.18,-3.8,USD
2021-05-08,2022-05-12,ETH,0.00222676,7.88,4.15,-3.73,0.18,-3.91,USD
2021-05-09,2022-05-12,ETH,0.00199766,7.88,3.72,-4.16,0.18,-4.34,USD
2021-05-10,2022-05-12,ETH,0.00192868,7.88,3.6,-4.28,0.17,-4.45,USD
2021-05-11,2022-05-12,ETH,0.0019915,7.88,3.71,-4.17,0.18,-4.35,USD
2021-05-12,2022-05-12,ETH,0.00183304,7.88,3.42,-4.46,0.17,-4.63,USD
2021-05-14,2022-05-12,ETH,0.00203378,7.88,3.79,-4.09,0.18,-4.27,USD
2021-05-15,2022-05-12,ETH,0.00199006,7.88,3.71,-4.17,0.18,-4.35,USD
2021-05-16,2022-05-12,ETH,0.00205349,7.88,3.83,-4.05,0.18,-4.23,USD
2021-05-17,2022-05-12,ETH,0.00225676,7.88,4.21,-3.67,0.18,-3.85,USD
2021-05-18,2022-05-12,ETH,0.00224641,7.88,4.19,-3.69,0.18,-3.87,USD
2021-05-19,2022-05-12,ETH,0.00263883,7.88,4.92,-2.96,0.19,-3.15,USD
2021-05-20,2022-05-12,ETH,0.00289053,7.88,5.39,-2.49,0.2,-2.69,USD
2021-05-21,2022-05-12,ETH,0.00291562,7.88,5.44,-2.44,0.2,-2.64,USD
2021-05-22,2022-05-12,ETH,0.00351945,7.88,6.56,-1.32,0.22,-1.54,USD
2021-05-23,2022-05-12,ETH,0.00362683,7.88,6.76,-1.12,0.22,-1.34,USD
2021-05-24,2022-05-12,ETH,0.00259257,5.91,4.83,-1.08,0.16,-1.24,USD
2021-05-24,2022-05-12,ETH,0.00785565,19.7,14.65,-5.05,0.52,-5.57,USD
2021-05-24,2022-05-12,ETH,0.00314644,7.88,5.87,-2.01,0.21,-2.22,USD
2021-05-25,2022-05-12,ETH,0.00296286,7.88,5.52,-2.36,0.2,-2.56,USD
2021-05-26,2022-05-12,ETH,0.00272406,7.88,5.08,-2.8,0.2,-3,USD
2021-05-27,2022-05-12,ETH,0.00286799,7.88,5.35,-2.53,0.2,-2.73,USD
